snapshot_id,snapshot_date,store_id,product_id,system_quantity,counted_quantity,variance_quantity,variance_value,expired_quantity,status
SNP-00000899,2026-07-31,PH-003,PRD-00274,5,8,3,79.53,0,Minor Variance
SNP-00000900,2026-07-31,PH-003,PRD-00079,80,83,3,34.17,0,Minor Variance
SNP-00000901,2026-07-31,PH-004,PRD-00113,49,51,2,57.2,0,Minor Variance
SNP-00000902,2026-07-31,PH-004,PRD-00261,18,21,3,25.89,0,Minor Variance
SNP-00000903,2026-07-31,PH-004,PRD-00583,0,0,0,0.0,0,Out of Stock
SNP-00000904,2026-07-31,PH-004,PRD-00744,20,19,-1,-22.68,0,Minor Variance
SNP-00000905,2026-07-31,PH-004,PRD-00354,69,68,-1,-33.43,0,Minor Variance
SNP-00000906,2026-07-31,PH-004,PRD-00159,64,62,-2,-56.38,0,Minor Variance
SNP-00000907,2026-07-31,PH-004,PRD-00777,27,24,-3,-42.78,2,Minor Variance
SNP-00000908,2026-07-31,PH-004,PRD-00268,85,85,0,0.0,8,Matched
SNP-00000909,2026-07-31,PH-004,PRD-00560,44,44,0,0.0,0,Matched
SNP-00000910,2026-07-31,PH-004,PRD-00637,85,86,1,3.03,0,Minor Variance
SNP-00000911,2026-07-31,PH-004,PRD-00312,4,2,-2,-14.86,0,Minor Variance
SNP-00000912,2026-07-31,PH-004,PRD-00700,69,70,1,17.03,0,Minor Variance
SNP-00000913,2026-07-31,PH-004,PRD-00642,97,100,3,99.27,0,Minor Variance
SNP-00000914,2026-07-31,PH-004,PRD-00471,57,59,2,67.0,10,Minor Variance
SNP-00000915,2026-07-31,PH-004,PRD-00051,32,29,-3,-63.12,0,Minor Variance
SNP-00000916,2026-07-31,PH-004,PRD-00243,92,89,-3,-104.28,0,Minor Variance
SNP-00000917,2026-07-31,PH-004,PRD-00625,60,63,3,71.46,0,Minor Variance
SNP-00000918,2026-07-31,PH-004,PRD-00729,23,20,-3,-76.86,0,Minor Variance
SNP-00000919,2026-07-31,PH-004,PRD-00519,11,10,-1,-4.29,0,Minor Variance
SNP-00000920,2026-07-31,PH-004,PRD-00411,59,58,-1,-8.89,0,Minor Variance
SNP-00000921,2026-07-31,PH-004,PRD-00031,40,43,3,55.47,0,Minor Variance
SNP-00000922,2026-07-31,PH-004,PRD-00697,2,3,1,3.93,0,Minor Variance
SNP-00000923,2026-07-31,PH-004,PRD-00597,59,57,-2,-41.3,0,Minor Variance
SNP-00000924,2026-07-31,PH-004,PRD-00172,15,17,2,50.54,0,Minor Variance
SNP-00000925,2026-07-31,PH-004,PRD-00504,58,61,3,95.1,0,Minor Variance
SNP-00000926,2026-07-31,PH-004,PRD-00201,69,69,0,0.0,0,Matched
SNP-00000927,2026-07-31,PH-004,PRD-00712,1,0,-1,-20.96,0,Out of Stock
SNP-00000928,2026-07-31,PH-004,PRD-00793,86,83,-3,-83.1,0,Minor Variance
SNP-00000929,2026-07-31,PH-004,PRD-00205,48,49,1,29.02,0,Minor Variance
SNP-00000930,2026-07-31,PH-004,PRD-00661,90,89,-1,-24.44,0,Minor Variance
SNP-00000931,2026-07-31,PH-004,PRD-00429,56,55,-1,-18.13,0,Minor Variance
SNP-00000932,2026-07-31,PH-004,PRD-00208,21,24,3,34.98,0,Minor Variance
SNP-00000933,2026-07-31,PH-004,PRD-00382,64,66,2,64.38,0,Minor Variance
SNP-00000934,2026-07-31,PH-004,PRD-00152,13,12,-1,-13.65,2,Minor Variance
SNP-00000935,2026-07-31,PH-004,PRD-00575,59,59,0,0.0,0,Matched
SNP-00000936,2026-07-31,PH-004,PRD-00714,4,7,3,104.73,0,Minor Variance
SNP-00000937,2026-07-31,PH-004,PRD-00377,41,38,-3,-81.03,0,Minor Variance
SNP-00000938,2026-07-31,PH-004,PRD-00615,81,83,2,53.84,0,Minor Variance
SNP-00000939,2026-07-31,PH-004,PRD-00696,38,37,-1,-11.45,0,Minor Variance
SNP-00000940,2026-07-31,PH-004,PRD-00315,2,1,-1,-9.93,0,Minor Variance
SNP-00000941,2026-07-31,PH-004,PRD-00122,74,71,-3,-28.44,14,Minor Variance
SNP-00000942,2026-07-31,PH-004,PRD-00784,18,15,-3,-50.07,0,Minor Variance
SNP-00000943,2026-07-31,PH-004,PRD-00025,87,89,2,47.04,0,Minor Variance
SNP-00000944,2026-07-31,PH-004,PRD-00511,68,70,2,13.54,15,Minor Variance
SNP-00000945,2026-07-31,PH-004,PRD-00539,2,5,3,61.59,0,Minor Variance
SNP-00000946,2026-07-31,PH-004,PRD-00683,97,97,0,0.0,0,Matched
SNP-00000947,2026-07-31,PH-004,PRD-00313,42,44,2,59.04,0,Minor Variance
SNP-00000948,2026-07-31,PH-004,PRD-00269,34,31,-3,-60.3,0,Minor Variance
SNP-00000949,2026-07-31,PH-004,PRD-00522,91,94,3,47.46,0,Minor Variance
SNP-00000950,2026-07-31,PH-004,PRD-00107,17,18,1,11.17,0,Minor Variance
SNP-00000951,2026-07-31,PH-004,PRD-00100,56,56,0,0.0,0,Matched
SNP-00000952,2026-07-31,PH-004,PRD-00273,47,49,2,63.1,8,Minor Variance
SNP-00000953,2026-07-31,PH-004,PRD-00284,92,94,2,54.88,0,Minor Variance
SNP-00000954,2026-07-31,PH-004,PRD-00705,49,52,3,12.27,0,Minor Variance
SNP-00000955,2026-07-31,PH-004,PRD-00283,97,97,0,0.0,0,Matched
SNP-00000956,2026-07-31,PH-004,PRD-00731,21,21,0,0.0,0,Matched
SNP-00000957,2026-07-31,PH-004,PRD-00671,16,19,3,16.08,0,Minor Variance
SNP-00000958,2026-07-31,PH-004,PRD-00225,21,21,0,0.0,0,Matched
SNP-00000959,2026-07-31,PH-004,PRD-00274,17,17,0,0.0,0,Matched
SNP-00000960,2026-07-31,PH-004,PRD-00358,16,15,-1,-29.83,0,Minor Variance
SNP-00000961,2026-07-31,PH-004,PRD-00085,20,17,-3,-26.25,0,Minor Variance
SNP-00000962,2026-07-31,PH-004,PRD-00631,25,27,2,57.78,0,Minor Variance
SNP-00000963,2026-07-31,PH-004,PRD-00291,55,55,0,0.0,0,Matched
SNP-00000964,2026-07-31,PH-004,PRD-00195,48,46,-2,-43.84,15,Minor Variance
SNP-00000965,2026-07-31,PH-004,PRD-00183,22,25,3,27.9,0,Minor Variance
SNP-00000966,2026-07-31,PH-004,PRD-00536,12,11,-1,-7.79,0,Minor Variance
SNP-00000967,2026-07-31,PH-004,PRD-00573,90,92,2,12.6,0,Minor Variance
SNP-00000968,2026-07-31,PH-004,PRD-00374,46,46,0,0.0,0,Matched
SNP-00000969,2026-07-31,PH-004,PRD-00012,61,62,1,0.87,0,Minor Variance
SNP-00000970,2026-07-31,PH-004,PRD-00048,9,11,2,25.28,0,Minor Variance
SNP-00000971,2026-07-31,PH-004,PRD-00440,35,35,0,0.0,0,Matched
SNP-00000972,2026-07-31,PH-004,PRD-00304,72,71,-1,-31.0,0,Minor Variance
SNP-00000973,2026-07-31,PH-004,PRD-00352,13,10,-3,-78.36,0,Minor Variance
SNP-00000974,2026-07-31,PH-004,PRD-00547,20,23,3,22.83,0,Minor Variance
SNP-00000975,2026-07-31,PH-004,PRD-00587,70,69,-1,-7.0,0,Minor Variance
SNP-00000976,2026-07-31,PH-004,PRD-00157,46,47,1,10.51,0,Minor Variance
SNP-00000977,2026-07-31,PH-004,PRD-00593,76,78,2,18.44,0,Minor Variance
SNP-00000978,2026-07-31,PH-004,PRD-00788,87,88,1,13.36,0,Minor Variance
SNP-00000979,2026-07-31,PH-004,PRD-00416,86,84,-2,-61.44,0,Minor Variance
SNP-00000980,2026-07-31,PH-004,PRD-00294,61,58,-3,-57.15,0,Minor Variance
SNP-00000981,2026-07-31,PH-004,PRD-00437,16,14,-2,-29.14,0,Minor Variance
SNP-00000982,2026-07-31,PH-004,PRD-00420,47,50,3,89.97,0,Minor Variance
SNP-00000983,2026-07-31,PH-004,PRD-00711,67,66,-1,-19.93,0,Minor Variance
SNP-00000984,2026-07-31,PH-004,PRD-00335,88,86,-2,-50.98,0,Minor Variance
SNP-00000985,2026-07-31,PH-004,PRD-00638,25,24,-1,-13.99,0,Minor Variance
SNP-00000986,2026-07-31,PH-004,PRD-00196,0,1,1,28.31,0,Minor Variance
SNP-00000987,2026-07-31,PH-004,PRD-00275,8,10,2,40.32,0,Minor Variance
SNP-00000988,2026-07-31,PH-004,PRD-00475,46,45,-1,-14.89,0,Minor Variance
SNP-00000989,2026-07-31,PH-004,PRD-00648,64,61,-3,-78.87,0,Minor Variance
SNP-00000990,2026-07-31,PH-004,PRD-00206,71,73,2,39.72,0,Minor Variance
SNP-00000991,2026-07-31,PH-004,PRD-00667,56,57,1,21.34,5,Minor Variance
SNP-00000992,2026-07-31,PH-004,PRD-00007,16,14,-2,-32.9,11,Minor Variance
SNP-00000993,2026-07-31,PH-004,PRD-00776,76,75,-1,-32.05,0,Minor Variance
SNP-00000994,2026-07-31,PH-004,PRD-00332,66,63,-3,-86.22,0,Minor Variance
SNP-00000995,2026-07-31,PH-004,PRD-00580,55,54,-1,-19.22,0,Minor Variance
SNP-00000996,2026-07-31,PH-004,PRD-00001,79,81,2,69.0,0,Minor Variance
SNP-00000997,2026-07-31,PH-004,PRD-00785,78,76,-2,-17.84,0,Minor Variance
SNP-00000998,2026-07-31,PH-004,PRD-00190,75,75,0,0.0,0,Matched
SNP-00000999,2026-07-31,PH-004,PRD-00253,52,52,0,0.0,0,Matched
SNP-00001000,2026-07-31,PH-004,PRD-00657,56,59,3,55.29,0,Minor Variance
SNP-00001001,2026-07-31,PH-004,PRD-00412,41,42,1,10.35,0,Minor Variance
SNP-00001002,2026-07-31,PH-004,PRD-00373,79,77,-2,-35.68,0,Minor Variance
SNP-00001003,2026-07-31,PH-004,PRD-00436,42,45,3,80.46,0,Minor Variance
SNP-00001004,2026-07-31,PH-004,PRD-00672,98,98,0,0.0,0,Matched
SNP-00001005,2026-07-31,PH-004,PRD-00598,93,92,-1,-17.87,4,Minor Variance
SNP-00001006,2026-07-31,PH-004,PRD-00343,30,32,2,22.72,0,Minor Variance
SNP-00001007,2026-07-31,PH-004,PRD-00202,67,69,2,41.46,0,Minor Variance
SNP-00001008,2026-07-31,PH-004,PRD-00765,37,40,3,72.66,0,Minor Variance
SNP-00001009,2026-07-31,PH-004,PRD-00611,1,2,1,4.08,0,Minor Variance
SNP-00001010,2026-07-31,PH-004,PRD-00666,12,13,1,21.57,0,Minor Variance
SNP-00001011,2026-07-31,PH-004,PRD-00415,51,52,1,3.0,0,Minor Variance
SNP-00001012,2026-07-31,PH-004,PRD-00686,93,95,2,27.14,0,Minor Variance
SNP-00001013,2026-07-31,PH-004,PRD-00606,59,58,-1,-4.53,0,Minor Variance
SNP-00001014,2026-07-31,PH-004,PRD-00215,12,11,-1,-11.5,15,Minor Variance
SNP-00001015,2026-07-31,PH-004,PRD-00561,90,93,3,49.53,7,Minor Variance
SNP-00001016,2026-07-31,PH-004,PRD-00578,43,40,-3,-31.44,0,Minor Variance
SNP-00001017,2026-07-31,PH-004,PRD-00326,83,82,-1,-20.54,0,Minor Variance
SNP-00001018,2026-07-31,PH-004,PRD-00508,71,69,-2,-24.0,0,Minor Variance
SNP-00001019,2026-07-31,PH-004,PRD-00151,71,69,-2,-11.18,0,Minor Variance
SNP-00001020,2026-07-31,PH-004,PRD-00732,55,54,-1,-23.99,0,Minor Variance
SNP-00001021,2026-07-31,PH-004,PRD-00422,56,56,0,0.0,0,Matched
SNP-00001022,2026-07-31,PH-004,PRD-00751,51,48,-3,-68.37,0,Minor Variance
SNP-00001023,2026-07-31,PH-004,PRD-00501,82,85,3,57.06,0,Minor Variance
SNP-00001024,2026-07-31,PH-004,PRD-00727,52,50,-2,-19.4,0,Minor Variance
SNP-00001025,2026-07-31,PH-004,PRD-00052,94,97,3,60.81,0,Minor Variance
SNP-00001026,2026-07-31,PH-004,PRD-00743,59,59,0,0.0,0,Matched
SNP-00001027,2026-07-31,PH-004,PRD-00550,82,82,0,0.0,0,Matched
SNP-00001028,2026-07-31,PH-004,PRD-00728,60,62,2,42.3,0,Minor Variance
SNP-00001029,2026-07-31,PH-004,PRD-00320,49,47,-2,-21.32,0,Minor Variance
SNP-00001030,2026-07-31,PH-004,PRD-00341,74,77,3,3.96,0,Minor Variance
SNP-00001031,2026-07-31,PH-004,PRD-00282,1,1,0,0.0,0,Matched
SNP-00001032,2026-07-31,PH-004,PRD-00557,100,100,0,0.0,12,Matched
SNP-00001033,2026-07-31,PH-004,PRD-00336,62,61,-1,-31.46,0,Minor Variance
SNP-00001034,2026-07-31,PH-004,PRD-00773,17,20,3,24.84,0,Minor Variance
SNP-00001035,2026-07-31,PH-004,PRD-00628,4,3,-1,-17.46,0,Minor Variance
SNP-00001036,2026-07-31,PH-004,PRD-00782,43,44,1,10.91,0,Minor Variance
SNP-00001037,2026-07-31,PH-004,PRD-00464,99,101,2,2.72,0,Minor Variance
SNP-00001038,2026-07-31,PH-004,PRD-00042,62,59,-3,-79.53,0,Minor Variance
SNP-00001039,2026-07-31,PH-004,PRD-00090,64,63,-1,-8.79,0,Minor Variance
SNP-00001040,2026-07-31,PH-004,PRD-00174,56,55,-1,-30.28,0,Minor Variance
SNP-00001041,2026-07-31,PH-004,PRD-00613,70,69,-1,-24.81,0,Minor Variance
SNP-00001042,2026-07-31,PH-004,PRD-00179,54,56,2,68.64,0,Minor Variance
SNP-00001043,2026-07-31,PH-004,PRD-00372,50,51,1,8.1,4,Minor Variance
SNP-00001044,2026-07-31,PH-004,PRD-00549,39,38,-1,-9.69,0,Minor Variance
SNP-00001045,2026-07-31,PH-004,PRD-00602,46,44,-2,-23.68,0,Minor Variance
SNP-00001046,2026-07-31,PH-004,PRD-00450,61,61,0,0.0,0,Matched
SNP-00001047,2026-07-31,PH-004,PRD-00188,1,3,2,26.78,0,Minor Variance
SNP-00001048,2026-07-31,PH-004,PRD-00438,72,69,-3,-99.87,0,Minor Variance
SNP-00001049,2026-07-31,PH-004,PRD-00688,1,4,3,86.73,0,Minor Variance
SNP-00001050,2026-07-31,PH-004,PRD-00146,10,8,-2,-43.62,0,Minor Variance
SNP-00001051,2026-07-31,PH-004,PRD-00704,68,68,0,0.0,0,Matched
SNP-00001052,2026-07-31,PH-004,PRD-00120,93,96,3,64.47,0,Minor Variance
SNP-00001053,2026-07-31,PH-004,PRD-00493,94,95,1,10.9,0,Minor Variance
SNP-00001054,2026-07-31,PH-004,PRD-00564,69,66,-3,-20.73,0,Minor Variance
SNP-00001055,2026-07-31,PH-004,PRD-00649,39,37,-2,-14.16,0,Minor Variance
SNP-00001056,2026-07-31,PH-004,PRD-00695,15,13,-2,-4.96,0,Minor Variance
SNP-00001057,2026-07-31,PH-004,PRD-00014,70,71,1,19.67,0,Minor Variance
SNP-00001058,2026-07-31,PH-004,PRD-00290,32,34,2,23.82,0,Minor Variance
SNP-00001059,2026-07-31,PH-004,PRD-00028,41,39,-2,-47.58,0,Minor Variance
SNP-00001060,2026-07-31,PH-004,PRD-00238,59,58,-1,-5.27,0,Minor Variance
SNP-00001061,2026-07-31,PH-004,PRD-00089,48,51,3,90.54,0,Minor Variance
SNP-00001062,2026-07-31,PH-004,PRD-00242,9,10,1,13.62,0,Minor Variance
SNP-00001063,2026-07-31,PH-004,PRD-00186,77,74,-3,-75.15,0,Minor Variance
SNP-00001064,2026-07-31,PH-004,PRD-00681,4,5,1,31.3,0,Minor Variance
SNP-00001065,2026-07-31,PH-004,PRD-00211,11,9,-2,-55.12,0,Minor Variance
SNP-00001066,2026-07-31,PH-004,PRD-00203,87,88,1,5.34,0,Minor Variance
SNP-00001067,2026-07-31,PH-004,PRD-00707,54,56,2,63.38,0,Minor Variance
SNP-00001068,2026-07-31,PH-004,PRD-00033,46,43,-3,-94.44,0,Minor Variance
SNP-00001069,2026-07-31,PH-004,PRD-00009,6,8,2,37.74,0,Minor Variance
SNP-00001070,2026-07-31,PH-004,PRD-00006,76,76,0,0.0,0,Matched
SNP-00001071,2026-07-31,PH-004,PRD-00529,90,90,0,0.0,0,Matched
SNP-00001072,2026-07-31,PH-004,PRD-00721,84,86,2,38.44,0,Minor Variance
SNP-00001073,2026-07-31,PH-004,PRD-00259,1,0,-1,-26.84,0,Out of Stock
SNP-00001074,2026-07-31,PH-004,PRD-00645,26,24,-2,-11.0,0,Minor Variance
SNP-00001075,2026-07-31,PH-004,PRD-00169,59,57,-2,-4.48,0,Minor Variance
SNP-00001076,2026-07-31,PH-004,PRD-00379,34,31,-3,-20.34,0,Minor Variance
SNP-00001077,2026-07-31,PH-004,PRD-00752,47,46,-1,-27.73,0,Minor Variance
SNP-00001078,2026-07-31,PH-004,PRD-00295,85,88,3,63.27,11,Minor Variance
SNP-00001079,2026-07-31,PH-004,PRD-00498,88,89,1,14.6,0,Minor Variance
SNP-00001080,2026-07-31,PH-004,PRD-00383,30,32,2,41.68,0,Minor Variance
SNP-00001081,2026-07-31,PH-004,PRD-00345,86,84,-2,-5.46,0,Minor Variance
SNP-00001082,2026-07-31,PH-004,PRD-00344,30,29,-1,-22.47,0,Minor Variance
SNP-00001083,2026-07-31,PH-004,PRD-00577,94,91,-3,-12.93,0,Minor Variance
SNP-00001084,2026-07-31,PH-004,PRD-00445,95,95,0,0.0,0,Matched
SNP-00001085,2026-07-31,PH-004,PRD-00543,4,5,1,2.04,11,Minor Variance
SNP-00001086,2026-07-31,PH-004,PRD-00408,44,46,2,11.76,0,Minor Variance
SNP-00001087,2026-07-31,PH-004,PRD-00636,85,85,0,0.0,0,Matched
SNP-00001088,2026-07-31,PH-004,PRD-00005,63,65,2,4.22,0,Minor Variance
SNP-00001089,2026-07-31,PH-004,PRD-00651,82,81,-1,-13.56,13,Minor Variance
SNP-00001090,2026-07-31,PH-004,PRD-00366,33,31,-2,-18.5,0,Minor Variance
SNP-00001091,2026-07-31,PH-004,PRD-00633,4,4,0,0.0,0,Matched
SNP-00001092,2026-07-31,PH-004,PRD-00658,33,33,0,0.0,0,Matched
SNP-00001093,2026-07-31,PH-004,PRD-00608,66,63,-3,-74.31,0,Minor Variance
SNP-00001094,2026-07-31,PH-004,PRD-00733,51,49,-2,-64.38,0,Minor Variance
SNP-00001095,2026-07-31,PH-004,PRD-00127,89,88,-1,-34.13,0,Minor Variance
SNP-00001096,2026-07-31,PH-004,PRD-00515,24,22,-2,-7.7,0,Minor Variance
SNP-00001097,2026-07-31,PH-004,PRD-00262,32,32,0,0.0,0,Matched
SNP-00001098,2026-07-31,PH-004,PRD-00390,76,77,1,9.3,0,Minor Variance
SNP-00001099,2026-07-31,PH-004,PRD-00524,99,98,-1,-17.24,0,Minor Variance
SNP-00001100,2026-07-31,PH-004,PRD-00385,30,33,3,99.72,0,Minor Variance
SNP-00001101,2026-07-31,PH-004,PRD-00675,73,74,1,31.02,0,Minor Variance
SNP-00001102,2026-07-31,PH-004,PRD-00228,96,99,3,36.24,4,Minor Variance
SNP-00001103,2026-07-31,PH-004,PRD-00444,96,98,2,46.84,0,Minor Variance
SNP-00001104,2026-07-31,PH-004,PRD-00263,72,71,-1,-17.47,0,Minor Variance
SNP-00001105,2026-07-31,PH-004,PRD-00796,20,23,3,31.56,2,Minor Variance
SNP-00001106,2026-07-31,PH-004,PRD-00403,100,100,0,0.0,0,Matched
SNP-00001107,2026-07-31,PH-004,PRD-00272,12,14,2,63.24,0,Minor Variance
SNP-00001108,2026-07-31,PH-004,PRD-00457,16,14,-2,-68.18,0,Minor Variance
SNP-00001109,2026-07-31,PH-004,PRD-00038,40,37,-3,-79.68,9,Minor Variance
SNP-00001110,2026-07-31,PH-004,PRD-00421,17,18,1,9.97,7,Minor Variance
SNP-00001111,2026-07-31,PH-004,PRD-00405,42,41,-1,-6.67,0,Minor Variance
SNP-00001112,2026-07-31,PH-004,PRD-00640,11,14,3,36.51,0,Minor Variance
SNP-00001113,2026-07-31,PH-004,PRD-00607,31,34,3,52.11,0,Minor Variance
SNP-00001114,2026-07-31,PH-004,PRD-00469,63,61,-2,-14.34,0,Minor Variance
SNP-00001115,2026-07-31,PH-004,PRD-00054,99,99,0,0.0,0,Matched
SNP-00001116,2026-07-31,PH-004,PRD-00537,24,25,1,9.44,0,Minor Variance
SNP-00001117,2026-07-31,PH-004,PRD-00692,17,14,-3,-18.42,7,Minor Variance
SNP-00001118,2026-07-31,PH-004,PRD-00760,48,48,0,0.0,0,Matched
SNP-00001119,2026-07-31,PH-004,PRD-00147,88,89,1,17.04,0,Minor Variance
SNP-00001120,2026-07-31,PH-004,PRD-00610,86,89,3,8.25,0,Minor Variance
SNP-00001121,2026-07-31,PH-004,PRD-00462,4,2,-2,-4.94,2,Minor Variance
SNP-00001122,2026-07-31,PH-004,PRD-00505,70,68,-2,-43.76,0,Minor Variance
SNP-00001123,2026-07-31,PH-004,PRD-00121,68,69,1,12.36,0,Minor Variance
SNP-00001124,2026-07-31,PH-004,PRD-00407,64,66,2,39.62,6,Minor Variance
SNP-00001125,2026-07-31,PH-004,PRD-00319,18,19,1,28.34,0,Minor Variance
SNP-00001126,2026-07-31,PH-004,PRD-00018,25,24,-1,-7.59,0,Minor Variance
SNP-00001127,2026-07-31,PH-004,PRD-00749,61,59,-2,-28.22,0,Minor Variance
SNP-00001128,2026-07-31,PH-004,PRD-00516,93,94,1,16.03,0,Minor Variance
SNP-00001129,2026-07-31,PH-004,PRD-00772,33,36,3,60.69,0,Minor Variance
SNP-00001130,2026-07-31,PH-004,PRD-00310,74,73,-1,-15.24,0,Minor Variance
SNP-00001131,2026-07-31,PH-004,PRD-00480,74,72,-2,-48.32,0,Minor Variance
SNP-00001132,2026-07-31,PH-004,PRD-00719,84,84,0,0.0,0,Matched
SNP-00001133,2026-07-31,PH-004,PRD-00800,63,60,-3,-101.94,0,Minor Variance
SNP-00001134,2026-07-31,PH-004,PRD-00153,58,58,0,0.0,0,Matched
SNP-00001135,2026-07-31,PH-004,PRD-00603,90,87,-3,-86.46,0,Minor Variance
SNP-00001136,2026-07-31,PH-004,PRD-00375,73,73,0,0.0,0,Matched
SNP-00001137,2026-07-31,PH-004,PRD-00015,44,47,3,27.9,0,Minor Variance
SNP-00001138,2026-07-31,PH-004,PRD-00394,40,40,0,0.0,0,Matched
SNP-00001139,2026-07-31,PH-004,PRD-00759,38,37,-1,-32.45,0,Minor Variance
SNP-00001140,2026-07-31,PH-004,PRD-00306,11,14,3,22.5,0,Minor Variance
SNP-00001141,2026-07-31,PH-004,PRD-00199,20,21,1,9.91,0,Minor Variance
SNP-00001142,2026-07-31,PH-004,PRD-00193,31,29,-2,-7.9,11,Minor Variance
SNP-00001143,2026-07-31,PH-004,PRD-00348,24,26,2,51.7,0,Minor Variance
SNP-00001144,2026-07-31,PH-004,PRD-00684,83,84,1,14.09,0,Minor Variance
SNP-00001145,2026-07-31,PH-004,PRD-00452,7,4,-3,-46.02,0,Minor Variance
SNP-00001146,2026-07-31,PH-004,PRD-00754,5,8,3,6.96,0,Minor Variance
SNP-00001147,2026-07-31,PH-004,PRD-00635,3,2,-1,-34.74,0,Minor Variance
SNP-00001148,2026-07-31,PH-004,PRD-00428,77,78,1,20.72,0,Minor Variance
SNP-00001149,2026-07-31,PH-004,PRD-00178,5,7,2,31.9,0,Minor Variance
SNP-00001150,2026-07-31,PH-004,PRD-00703,100,101,1,3.01,4,Minor Variance
SNP-00001151,2026-07-31,PH-004,PRD-00715,63,66,3,93.18,0,Minor Variance
SNP-00001152,2026-07-31,PH-004,PRD-00167,62,61,-1,-20.45,0,Minor Variance
SNP-00001153,2026-07-31,PH-004,PRD-00663,62,60,-2,-27.58,0,Minor Variance
SNP-00001154,2026-07-31,PH-004,PRD-00677,52,49,-3,-59.82,0,Minor Variance
SNP-00001155,2026-07-31,PH-004,PRD-00518,17,18,1,18.49,0,Minor Variance
SNP-00001156,2026-07-31,PH-004,PRD-00216,85,82,-3,-22.02,0,Minor Variance
SNP-00001157,2026-07-31,PH-004,PRD-00378,93,90,-3,-86.13,0,Minor Variance
SNP-00001158,2026-07-31,PH-004,PRD-00463,39,36,-3,-84.57,0,Minor Variance
SNP-00001159,2026-07-31,PH-004,PRD-00584,93,90,-3,-40.65,0,Minor Variance
SNP-00001160,2026-07-31,PH-004,PRD-00029,4,4,0,0.0,0,Matched
SNP-00001161,2026-07-31,PH-004,PRD-00168,79,77,-2,-30.04,0,Minor Variance
SNP-00001162,2026-07-31,PH-004,PRD-00177,77,76,-1,-11.75,0,Minor Variance
SNP-00001163,2026-07-31,PH-004,PRD-00087,78,75,-3,-12.51,0,Minor Variance
SNP-00001164,2026-07-31,PH-004,PRD-00063,76,73,-3,-11.01,0,Minor Variance
SNP-00001165,2026-07-31,PH-004,PRD-00163,40,37,-3,-69.03,8,Minor Variance
SNP-00001166,2026-07-31,PH-004,PRD-00491,27,28,1,12.6,0,Minor Variance
SNP-00001167,2026-07-31,PH-004,PRD-00392,43,40,-3,-40.83,0,Minor Variance
SNP-00001168,2026-07-31,PH-004,PRD-00596,90,89,-1,-11.86,0,Minor Variance
SNP-00001169,2026-07-31,PH-004,PRD-00062,50,49,-1,-14.47,0,Minor Variance
SNP-00001170,2026-07-31,PH-004,PRD-00142,41,41,0,0.0,0,Matched
SNP-00001171,2026-07-31,PH-004,PRD-00690,98,99,1,31.2,0,Minor Variance
SNP-00001172,2026-07-31,PH-004,PRD-00241,49,51,2,54.18,0,Minor Variance
SNP-00001173,2026-07-31,PH-004,PRD-00234,32,33,1,16.33,0,Minor Variance
SNP-00001174,2026-07-31,PH-004,PRD-00226,38,38,0,0.0,2,Matched
SNP-00001175,2026-07-31,PH-004,PRD-00766,95,98,3,39.66,4,Minor Variance
SNP-00001176,2026-07-31,PH-004,PRD-00530,29,28,-1,-4.05,2,Minor Variance
SNP-00001177,2026-07-31,PH-004,PRD-00073,87,87,0,0.0,0,Matched
SNP-00001178,2026-07-31,PH-004,PRD-00141,35,33,-2,-51.32,0,Minor Variance
SNP-00001179,2026-07-31,PH-004,PRD-00724,97,96,-1,-20.37,0,Minor Variance
SNP-00001180,2026-07-31,PH-004,PRD-00150,30,30,0,0.0,0,Matched
SNP-00001181,2026-07-31,PH-004,PRD-00453,17,16,-1,-31.39,0,Minor Variance
SNP-00001182,2026-07-31,PH-004,PRD-00231,47,47,0,0.0,0,Matched
SNP-00001183,2026-07-31,PH-004,PRD-00616,76,78,2,64.94,0,Minor Variance
SNP-00001184,2026-07-31,PH-004,PRD-00624,78,77,-1,-18.71,0,Minor Variance
SNP-00001185,2026-07-31,PH-004,PRD-00246,9,11,2,17.98,0,Minor Variance
SNP-00001186,2026-07-31,PH-004,PRD-00499,35,34,-1,-21.93,0,Minor Variance
SNP-00001187,2026-07-31,PH-004,PRD-00783,33,35,2,44.0,0,Minor Variance
SNP-00001188,2026-07-31,PH-004,PRD-00068,37,39,2,41.9,0,Minor Variance
SNP-00001189,2026-07-31,PH-004,PRD-00022,85,84,-1,-9.47,0,Minor Variance
SNP-00001190,2026-07-31,PH-004,PRD-00154,52,50,-2,-6.78,0,Minor Variance
SNP-00001191,2026-07-31,PH-004,PRD-00071,64,64,0,0.0,0,Matched
SNP-00001192,2026-07-31,PH-004,PRD-00250,72,69,-3,-7.08,0,Minor Variance
SNP-00001193,2026-07-31,PH-004,PRD-00059,60,61,1,10.9,0,Minor Variance
SNP-00001194,2026-07-31,PH-004,PRD-00083,8,7,-1,-10.98,0,Minor Variance
SNP-00001195,2026-07-31,PH-004,PRD-00026,11,13,2,58.62,0,Minor Variance
SNP-00001196,2026-07-31,PH-004,PRD-00065,96,97,1,4.15,0,Minor Variance
SNP-00001197,2026-07-31,PH-004,PRD-00165,51,54,3,64.8,0,Minor Variance
SNP-00001198,2026-07-31,PH-004,PRD-00481,82,80,-2,-8.52,0,Minor Variance
