receipt_id,transaction_id,receipt_number,print_type,printed_datetime,printed_by_employee_id,register_id,store_id,print_reason
RCT-0004204,TXN-0004598,RCP-00004598,Original,2026-07-13 14:07:58,EMP-0069,REG-04,PH-004,
RCT-0004205,TXN-0002066,RCP-00002066,Original,2026-07-13 14:21:56,EMP-0101,REG-06,PH-005,
RCT-0004206,TXN-0003780,RCP-00003780,Original,2026-07-13 14:50:29,EMP-0025,REG-05,PH-002,
RCT-0004207,TXN-0003987,RCP-00003987,Original,2026-07-13 14:54:10,EMP-0019,REG-04,PH-001,
RCT-0004208,TXN-0003821,RCP-00003821,Original,2026-07-13 15:12:50,EMP-0107,REG-05,PH-005,
RCT-0004209,TXN-0003194,RCP-00003194,Original,2026-07-13 15:14:41,EMP-0036,REG-05,PH-002,
RCT-0004210,TXN-0004551,RCP-00004551,Original,2026-07-13 15:16:29,EMP-0034,REG-02,PH-002,
RCT-0004211,TXN-0002619,RCP-00002619,Original,2026-07-13 15:29:00,EMP-0035,REG-04,PH-002,
RCT-0004212,TXN-0001660,RCP-00001660,Original,2026-07-13 16:10:22,EMP-0034,REG-04,PH-002,
RCT-0004213,TXN-0000760,RCP-00000760,Original,2026-07-13 16:35:42,EMP-0103,REG-05,PH-005,
RCT-0004214,TXN-0001769,RCP-00001769,Reprint,2026-07-13 16:48:12,EMP-0007,REG-01,PH-001,Lost receipt
RCT-0004215,TXN-0003672,RCP-00003672,Original,2026-07-13 17:18:32,EMP-0084,REG-02,PH-004,
RCT-0004216,TXN-0002593,RCP-00002593,Original,2026-07-13 17:26:00,EMP-0046,REG-02,PH-003,
RCT-0004217,TXN-0003668,RCP-00003668,Original,2026-07-13 17:40:27,EMP-0086,REG-05,PH-004,
RCT-0004218,TXN-0001509,RCP-00001509,Original,2026-07-13 17:41:52,EMP-0025,REG-02,PH-002,
RCT-0004219,TXN-0003937,RCP-00003937,Original,2026-07-13 17:45:32,EMP-0024,REG-06,PH-002,
RCT-0004220,TXN-0004366,RCP-00004366,Original,2026-07-13 17:49:27,EMP-0038,REG-05,PH-002,
RCT-0004221,TXN-0002312,RCP-00002312,Original,2026-07-13 18:17:57,EMP-0091,REG-01,PH-005,
RCT-0004222,TXN-0001568,RCP-00001568,Original,2026-07-13 18:21:01,EMP-0041,REG-01,PH-002,
RCT-0004223,TXN-0003178,RCP-00003178,Original,2026-07-13 18:36:59,EMP-0090,REG-04,PH-005,
RCT-0004224,TXN-0000235,RCP-00000235,Original,2026-07-13 18:45:49,EMP-0040,REG-04,PH-002,
RCT-0004225,TXN-0004524,RCP-00004524,Original,2026-07-13 18:57:41,EMP-0006,REG-01,PH-001,
RCT-0004226,TXN-0001836,RCP-00001836,Original,2026-07-13 19:28:11,EMP-0013,REG-06,PH-001,
RCT-0004227,TXN-0002994,RCP-00002994,Original,2026-07-13 19:32:55,EMP-0059,REG-01,PH-003,
RCT-0004228,TXN-0001118,RCP-00001118,Original,2026-07-13 19:33:09,EMP-0037,REG-01,PH-002,
RCT-0004229,TXN-0003297,RCP-00003297,Original,2026-07-13 19:39:31,EMP-0061,REG-04,PH-003,
RCT-0004230,TXN-0002797,RCP-00002797,Original,2026-07-13 19:55:37,EMP-0015,REG-04,PH-001,
RCT-0004231,TXN-0000852,RCP-00000852,Original,2026-07-13 20:30:18,EMP-0062,REG-04,PH-003,
RCT-0004232,TXN-0002124,RCP-00002124,Original,2026-07-13 20:38:12,EMP-0006,REG-03,PH-001,
RCT-0004233,TXN-0003480,RCP-00003480,Original,2026-07-13 20:41:30,EMP-0078,REG-05,PH-004,
RCT-0004234,TXN-0004703,RCP-00004703,Original,2026-07-13 21:11:25,EMP-0059,REG-06,PH-003,
RCT-0004235,TXN-0000728,RCP-00000728,Original,2026-07-13 21:24:15,EMP-0090,REG-06,PH-005,
RCT-0004236,TXN-0000670,RCP-00000670,Original,2026-07-13 21:28:31,EMP-0014,REG-03,PH-001,
RCT-0004237,TXN-0004608,RCP-00004608,Original,2026-07-13 21:45:34,EMP-0019,REG-06,PH-001,
RCT-0004238,TXN-0002605,RCP-00002605,Original,2026-07-13 21:50:34,EMP-0024,REG-01,PH-002,
RCT-0004239,TXN-0003185,RCP-00003185,Original,2026-07-14 08:25:23,EMP-0107,REG-02,PH-005,
RCT-0004240,TXN-0001701,RCP-00001701,Original,2026-07-14 09:03:53,EMP-0102,REG-06,PH-005,
RCT-0004241,TXN-0003511,RCP-00003511,Original,2026-07-14 09:08:13,EMP-0104,REG-04,PH-005,
RCT-0004242,TXN-0001862,RCP-00001862,Original,2026-07-14 09:38:59,EMP-0039,REG-06,PH-002,
RCT-0004243,TXN-0002448,RCP-00002448,Original,2026-07-14 09:53:45,EMP-0040,REG-05,PH-002,
RCT-0004244,TXN-0004402,RCP-00004402,Original,2026-07-14 09:54:25,EMP-0016,REG-05,PH-001,
RCT-0004245,TXN-0004134,RCP-00004134,Original,2026-07-14 10:34:31,EMP-0015,REG-01,PH-001,
RCT-0004246,TXN-0001362,RCP-00001362,Original,2026-07-14 10:53:53,EMP-0014,REG-06,PH-001,
RCT-0004247,TXN-0000384,RCP-00000384,Original,2026-07-14 11:21:14,EMP-0037,REG-01,PH-002,
RCT-0004248,TXN-0004656,RCP-00004656,Original,2026-07-14 11:22:09,EMP-0062,REG-06,PH-003,
RCT-0004249,TXN-0001798,RCP-00001798,Original,2026-07-14 11:32:37,EMP-0019,REG-02,PH-001,
RCT-0004250,TXN-0000649,RCP-00000649,Original,2026-07-14 11:46:09,EMP-0045,REG-02,PH-003,
RCT-0004251,TXN-0003630,RCP-00003630,Original,2026-07-14 11:52:47,EMP-0016,REG-03,PH-001,
RCT-0004252,TXN-0004297,RCP-00004297,Original,2026-07-14 11:52:58,EMP-0057,REG-04,PH-003,
RCT-0004253,TXN-0001797,RCP-00001797,Original,2026-07-14 12:09:27,EMP-0040,REG-03,PH-002,
RCT-0004254,TXN-0002665,RCP-00002665,Original,2026-07-14 12:09:28,EMP-0012,REG-02,PH-001,
RCT-0004255,TXN-0004374,RCP-00004374,Original,2026-07-14 12:29:38,EMP-0012,REG-05,PH-001,
RCT-0004256,TXN-0000741,RCP-00000741,Original,2026-07-14 12:35:42,EMP-0023,REG-06,PH-002,
RCT-0004257,TXN-0004471,RCP-00004471,Original,2026-07-14 12:41:03,EMP-0016,REG-03,PH-001,
RCT-0004258,TXN-0004282,RCP-00004282,Original,2026-07-14 12:57:45,EMP-0104,REG-04,PH-005,
RCT-0004259,TXN-0001780,RCP-00001780,Original,2026-07-14 13:02:08,EMP-0020,REG-05,PH-001,
RCT-0004260,TXN-0001959,RCP-00001959,Original,2026-07-14 13:05:55,EMP-0056,REG-01,PH-003,
RCT-0004261,TXN-0001106,RCP-00001106,Original,2026-07-14 13:14:05,EMP-0103,REG-06,PH-005,
RCT-0004262,TXN-0001124,RCP-00001124,Original,2026-07-14 13:17:43,EMP-0020,REG-03,PH-001,
RCT-0004263,TXN-0001890,RCP-00001890,Original,2026-07-14 13:52:21,EMP-0045,REG-02,PH-003,
RCT-0004264,TXN-0004642,RCP-00004642,Original,2026-07-14 13:58:43,EMP-0090,REG-03,PH-005,
RCT-0004265,TXN-0003087,RCP-00003087,Original,2026-07-14 14:13:16,EMP-0090,REG-03,PH-005,
RCT-0004266,TXN-0004254,RCP-00004254,Original,2026-07-14 14:23:54,EMP-0013,REG-04,PH-001,
RCT-0004267,TXN-0001451,RCP-00001451,Original,2026-07-14 14:31:16,EMP-0102,REG-01,PH-005,
RCT-0004268,TXN-0004815,RCP-00004815,Original,2026-07-14 14:34:56,EMP-0086,REG-03,PH-004,
RCT-0004269,TXN-0003858,RCP-00003858,Original,2026-07-14 15:08:09,EMP-0107,REG-02,PH-005,
RCT-0004270,TXN-0003903,RCP-00003903,Original,2026-07-14 15:37:05,EMP-0090,REG-05,PH-005,
RCT-0004271,TXN-0002466,RCP-00002466,Original,2026-07-14 15:54:05,EMP-0047,REG-06,PH-003,
RCT-0004272,TXN-0004644,RCP-00004644,Original,2026-07-14 16:04:26,EMP-0090,REG-01,PH-005,
RCT-0004273,TXN-0000162,RCP-00000162,Original,2026-07-14 16:44:41,EMP-0035,REG-05,PH-002,
RCT-0004274,TXN-0003775,RCP-00003775,Original,2026-07-14 16:44:41,EMP-0106,REG-04,PH-005,
RCT-0004275,TXN-0000662,RCP-00000662,Original,2026-07-14 16:54:02,EMP-0102,REG-05,PH-005,
RCT-0004276,TXN-0003165,RCP-00003165,Original,2026-07-14 17:17:39,EMP-0058,REG-03,PH-003,
RCT-0004277,TXN-0000868,RCP-00000868,Original,2026-07-14 17:37:13,EMP-0084,REG-02,PH-004,
RCT-0004278,TXN-0000889,RCP-00000889,Original,2026-07-14 17:59:07,EMP-0105,REG-06,PH-005,
RCT-0004279,TXN-0001009,RCP-00001009,Original,2026-07-14 18:08:09,EMP-0101,REG-04,PH-005,
RCT-0004280,TXN-0004127,RCP-00004127,Original,2026-07-14 18:12:13,EMP-0059,REG-04,PH-003,
RCT-0004281,TXN-0004127,RCP-00004127,Gift Receipt,2026-07-14 18:13:13,EMP-0059,REG-04,PH-003,
RCT-0004282,TXN-0002863,RCP-00002863,Original,2026-07-14 18:23:47,EMP-0016,REG-05,PH-001,
RCT-0004283,TXN-0000534,RCP-00000534,Original,2026-07-14 18:32:50,EMP-0037,REG-05,PH-002,
RCT-0004284,TXN-0004384,RCP-00004384,Original,2026-07-14 19:00:32,EMP-0100,REG-05,PH-005,
RCT-0004285,TXN-0003504,RCP-00003504,Original,2026-07-14 19:11:29,EMP-0017,REG-04,PH-001,
RCT-0004286,TXN-0002954,RCP-00002954,Original,2026-07-14 19:22:18,EMP-0041,REG-05,PH-002,
RCT-0004287,TXN-0004833,RCP-00004833,Original,2026-07-14 19:23:01,EMP-0078,REG-06,PH-004,
RCT-0004288,TXN-0003993,RCP-00003993,Original,2026-07-14 19:29:41,EMP-0001,REG-01,PH-001,
RCT-0004289,TXN-0004903,RCP-00004903,Original,2026-07-14 19:56:03,EMP-0103,REG-01,PH-005,
RCT-0004290,TXN-0004450,RCP-00004450,Original,2026-07-14 19:58:32,EMP-0062,REG-03,PH-003,
RCT-0004291,TXN-0002369,RCP-00002369,Original,2026-07-14 19:59:26,EMP-0107,REG-05,PH-005,
RCT-0004292,TXN-0003276,RCP-00003276,Original,2026-07-14 20:03:01,EMP-0036,REG-04,PH-002,
RCT-0004293,TXN-0002691,RCP-00002691,Original,2026-07-14 20:20:29,EMP-0045,REG-04,PH-003,
RCT-0004294,TXN-0001633,RCP-00001633,Original,2026-07-14 20:24:55,EMP-0018,REG-05,PH-001,
RCT-0004295,TXN-0002407,RCP-00002407,Reprint,2026-07-14 21:01:00,EMP-0006,REG-01,PH-001,Customer request
RCT-0004296,TXN-0003023,RCP-00003023,Original,2026-07-14 21:08:44,EMP-0103,REG-03,PH-005,
RCT-0004297,TXN-0002598,RCP-00002598,Original,2026-07-14 21:59:41,EMP-0024,REG-03,PH-002,
RCT-0004298,TXN-0002581,RCP-00002581,Reprint,2026-07-14 23:52:15,EMP-0001,REG-06,PH-001,Duplicate for insurance
RCT-0004299,TXN-0004342,RCP-00004342,Reprint,2026-07-15 01:54:00,EMP-0006,REG-01,PH-001,Customer request
RCT-0004300,TXN-0003148,RCP-00003148,Reprint,2026-07-15 02:24:06,EMP-0042,REG-04,PH-002,Printer jam
RCT-0004301,TXN-0003989,RCP-00003989,Original,2026-07-15 08:04:50,EMP-0068,REG-06,PH-004,
RCT-0004302,TXN-0001759,RCP-00001759,Original,2026-07-15 08:05:12,EMP-0103,REG-03,PH-005,
RCT-0004303,TXN-0002137,RCP-00002137,Original,2026-07-15 08:15:03,EMP-0100,REG-01,PH-005,
RCT-0004304,TXN-0004027,RCP-00004027,Original,2026-07-15 08:17:45,EMP-0006,REG-02,PH-001,
RCT-0004305,TXN-0002156,RCP-00002156,Original,2026-07-15 08:23:13,EMP-0103,REG-06,PH-005,
RCT-0004306,TXN-0003085,RCP-00003085,Original,2026-07-15 08:30:00,EMP-0037,REG-04,PH-002,
RCT-0004307,TXN-0001762,RCP-00001762,Original,2026-07-15 08:50:37,EMP-0001,REG-05,PH-001,
RCT-0004308,TXN-0002403,RCP-00002403,Original,2026-07-15 09:08:47,EMP-0015,REG-06,PH-001,
RCT-0004309,TXN-0002053,RCP-00002053,Original,2026-07-15 09:17:30,EMP-0035,REG-06,PH-002,
RCT-0004310,TXN-0002730,RCP-00002730,Original,2026-07-15 09:19:31,EMP-0101,REG-02,PH-005,
RCT-0004311,TXN-0004401,RCP-00004401,Original,2026-07-15 09:54:14,EMP-0006,REG-02,PH-001,
RCT-0004312,TXN-0002027,RCP-00002027,Original,2026-07-15 10:03:03,EMP-0062,REG-06,PH-003,
RCT-0004313,TXN-0003527,RCP-00003527,Original,2026-07-15 10:18:28,EMP-0012,REG-06,PH-001,
RCT-0004314,TXN-0002543,RCP-00002543,Original,2026-07-15 10:29:36,EMP-0107,REG-06,PH-005,
RCT-0004315,TXN-0004359,RCP-00004359,Original,2026-07-15 10:29:45,EMP-0037,REG-06,PH-002,
RCT-0004316,TXN-0001861,RCP-00001861,Original,2026-07-15 10:49:50,EMP-0018,REG-04,PH-001,
RCT-0004317,TXN-0003847,RCP-00003847,Original,2026-07-15 11:00:14,EMP-0023,REG-05,PH-002,
RCT-0004318,TXN-0000700,RCP-00000700,Reprint,2026-07-15 11:12:00,EMP-0006,REG-06,PH-001,Customer request
RCT-0004319,TXN-0000532,RCP-00000532,Original,2026-07-15 11:54:19,EMP-0020,REG-04,PH-001,
RCT-0004320,TXN-0004960,RCP-00004960,Original,2026-07-15 13:04:45,EMP-0069,REG-05,PH-004,
RCT-0004321,TXN-0001981,RCP-00001981,Original,2026-07-15 13:24:30,EMP-0061,REG-03,PH-003,
RCT-0004322,TXN-0002182,RCP-00002182,Original,2026-07-15 13:37:32,EMP-0038,REG-06,PH-002,
RCT-0004323,TXN-0001670,RCP-00001670,Original,2026-07-15 13:40:51,EMP-0107,REG-02,PH-005,
RCT-0004324,TXN-0003279,RCP-00003279,Original,2026-07-15 13:53:17,EMP-0063,REG-02,PH-003,
RCT-0004325,TXN-0002243,RCP-00002243,Original,2026-07-15 14:02:26,EMP-0060,REG-06,PH-003,
RCT-0004326,TXN-0002873,RCP-00002873,Original,2026-07-15 14:43:57,EMP-0081,REG-02,PH-004,
RCT-0004327,TXN-0003204,RCP-00003204,Original,2026-07-15 14:55:48,EMP-0089,REG-03,PH-005,
RCT-0004328,TXN-0002142,RCP-00002142,Original,2026-07-15 15:07:13,EMP-0024,REG-02,PH-002,
RCT-0004329,TXN-0000602,RCP-00000602,Original,2026-07-15 15:23:21,EMP-0056,REG-02,PH-003,
RCT-0004330,TXN-0000809,RCP-00000809,Original,2026-07-15 15:53:57,EMP-0047,REG-06,PH-003,
RCT-0004331,TXN-0004983,RCP-00004983,Reprint,2026-07-15 16:08:49,EMP-0045,REG-03,PH-003,Customer request
RCT-0004332,TXN-0000226,RCP-00000226,Original,2026-07-15 16:37:39,EMP-0085,REG-04,PH-004,
RCT-0004333,TXN-0000726,RCP-00000726,Original,2026-07-15 16:45:02,EMP-0047,REG-01,PH-003,
RCT-0004334,TXN-0000821,RCP-00000821,Original,2026-07-15 17:10:42,EMP-0059,REG-05,PH-003,
RCT-0004335,TXN-0002414,RCP-00002414,Original,2026-07-15 17:13:27,EMP-0041,REG-03,PH-002,
RCT-0004336,TXN-0002597,RCP-00002597,Original,2026-07-15 17:18:18,EMP-0058,REG-05,PH-003,
RCT-0004337,TXN-0003099,RCP-00003099,Original,2026-07-15 17:27:05,EMP-0013,REG-06,PH-001,
RCT-0004338,TXN-0002427,RCP-00002427,Original,2026-07-15 17:29:33,EMP-0025,REG-05,PH-002,
RCT-0004339,TXN-0003783,RCP-00003783,Original,2026-07-15 17:31:12,EMP-0038,REG-02,PH-002,
RCT-0004340,TXN-0004021,RCP-00004021,Original,2026-07-15 17:32:01,EMP-0045,REG-05,PH-003,
RCT-0004341,TXN-0003311,RCP-00003311,Original,2026-07-15 18:01:51,EMP-0025,REG-02,PH-002,
RCT-0004342,TXN-0001168,RCP-00001168,Original,2026-07-15 18:10:04,EMP-0064,REG-01,PH-003,
RCT-0004343,TXN-0001112,RCP-00001112,Original,2026-07-15 18:13:24,EMP-0100,REG-04,PH-005,
RCT-0004344,TXN-0003110,RCP-00003110,Original,2026-07-15 18:13:24,EMP-0056,REG-02,PH-003,
RCT-0004345,TXN-0001877,RCP-00001877,Original,2026-07-15 18:35:02,EMP-0067,REG-04,PH-004,
RCT-0004346,TXN-0002354,RCP-00002354,Original,2026-07-15 18:39:52,EMP-0014,REG-02,PH-001,
RCT-0004347,TXN-0000036,RCP-00000036,Original,2026-07-15 18:59:24,EMP-0019,REG-06,PH-001,
RCT-0004348,TXN-0000507,RCP-00000507,Original,2026-07-15 19:10:37,EMP-0042,REG-04,PH-002,
RCT-0004349,TXN-0002677,RCP-00002677,Original,2026-07-15 19:13:09,EMP-0002,REG-01,PH-001,
RCT-0004350,TXN-0002914,RCP-00002914,Original,2026-07-15 19:18:57,EMP-0025,REG-02,PH-002,
RCT-0004351,TXN-0001438,RCP-00001438,Original,2026-07-15 19:26:06,EMP-0047,REG-03,PH-003,
RCT-0004352,TXN-0000657,RCP-00000657,Original,2026-07-15 19:54:17,EMP-0020,REG-03,PH-001,
RCT-0004353,TXN-0004847,RCP-00004847,Original,2026-07-15 20:01:27,EMP-0063,REG-01,PH-003,
RCT-0004354,TXN-0002262,RCP-00002262,Original,2026-07-15 20:02:27,EMP-0079,REG-05,PH-004,
RCT-0004355,TXN-0004354,RCP-00004354,Original,2026-07-15 20:22:46,EMP-0039,REG-01,PH-002,
RCT-0004356,TXN-0001734,RCP-00001734,Original,2026-07-15 20:28:46,EMP-0040,REG-01,PH-002,
RCT-0004357,TXN-0001297,RCP-00001297,Original,2026-07-15 20:46:43,EMP-0057,REG-06,PH-003,
RCT-0004358,TXN-0002225,RCP-00002225,Original,2026-07-15 20:53:23,EMP-0041,REG-05,PH-002,
RCT-0004359,TXN-0003692,RCP-00003692,Original,2026-07-15 21:07:01,EMP-0023,REG-03,PH-002,
RCT-0004360,TXN-0004098,RCP-00004098,Original,2026-07-15 21:31:09,EMP-0035,REG-04,PH-002,
RCT-0004361,TXN-0004889,RCP-00004889,Original,2026-07-15 21:38:27,EMP-0068,REG-05,PH-004,
RCT-0004362,TXN-0000201,RCP-00000201,Reprint,2026-07-16 03:08:00,EMP-0006,REG-03,PH-001,Customer request
RCT-0004363,TXN-0001099,RCP-00001099,Original,2026-07-16 08:22:12,EMP-0107,REG-04,PH-005,
RCT-0004364,TXN-0003448,RCP-00003448,Original,2026-07-16 08:54:19,EMP-0038,REG-02,PH-002,
RCT-0004365,TXN-0004652,RCP-00004652,Original,2026-07-16 09:48:03,EMP-0063,REG-02,PH-003,
RCT-0004366,TXN-0002909,RCP-00002909,Original,2026-07-16 10:03:34,EMP-0023,REG-06,PH-002,
RCT-0004367,TXN-0004459,RCP-00004459,Original,2026-07-16 10:21:51,EMP-0061,REG-01,PH-003,
RCT-0004368,TXN-0001582,RCP-00001582,Original,2026-07-16 10:36:07,EMP-0056,REG-02,PH-003,
RCT-0004369,TXN-0003226,RCP-00003226,Original,2026-07-16 11:10:18,EMP-0045,REG-05,PH-003,
RCT-0004370,TXN-0000873,RCP-00000873,Original,2026-07-16 11:16:23,EMP-0019,REG-04,PH-001,
RCT-0004371,TXN-0002430,RCP-00002430,Original,2026-07-16 12:33:51,EMP-0001,REG-05,PH-001,
RCT-0004372,TXN-0000847,RCP-00000847,Original,2026-07-16 12:47:59,EMP-0014,REG-04,PH-001,
RCT-0004373,TXN-0004634,RCP-00004634,Original,2026-07-16 13:47:11,EMP-0103,REG-05,PH-005,
RCT-0004374,TXN-0002190,RCP-00002190,Original,2026-07-16 14:03:50,EMP-0101,REG-05,PH-005,
RCT-0004375,TXN-0002867,RCP-00002867,Original,2026-07-16 14:19:30,EMP-0034,REG-01,PH-002,
RCT-0004376,TXN-0004119,RCP-00004119,Original,2026-07-16 14:58:02,EMP-0091,REG-01,PH-005,
RCT-0004377,TXN-0002602,RCP-00002602,Original,2026-07-16 15:11:38,EMP-0091,REG-01,PH-005,
RCT-0004378,TXN-0000930,RCP-00000930,Original,2026-07-16 15:16:53,EMP-0034,REG-01,PH-002,
RCT-0004379,TXN-0001521,RCP-00001521,Original,2026-07-16 16:21:58,EMP-0089,REG-05,PH-005,
RCT-0004380,TXN-0002054,RCP-00002054,Original,2026-07-16 16:25:15,EMP-0042,REG-01,PH-002,
RCT-0004381,TXN-0000243,RCP-00000243,Original,2026-07-16 17:02:12,EMP-0016,REG-04,PH-001,
RCT-0004382,TXN-0000034,RCP-00000034,Original,2026-07-16 17:43:04,EMP-0042,REG-02,PH-002,
RCT-0004383,TXN-0002934,RCP-00002934,Original,2026-07-16 17:50:26,EMP-0040,REG-05,PH-002,
RCT-0004384,TXN-0001003,RCP-00001003,Original,2026-07-16 18:39:32,EMP-0081,REG-06,PH-004,
RCT-0004385,TXN-0004197,RCP-00004197,Original,2026-07-16 18:48:33,EMP-0025,REG-05,PH-002,
RCT-0004386,TXN-0004950,RCP-00004950,Original,2026-07-16 18:50:52,EMP-0035,REG-01,PH-002,
RCT-0004387,TXN-0000621,RCP-00000621,Original,2026-07-16 18:55:52,EMP-0017,REG-01,PH-001,
RCT-0004388,TXN-0001104,RCP-00001104,Original,2026-07-16 19:03:13,EMP-0063,REG-03,PH-003,
RCT-0004389,TXN-0004066,RCP-00004066,Original,2026-07-16 19:15:04,EMP-0100,REG-01,PH-005,
RCT-0004390,TXN-0000468,RCP-00000468,Original,2026-07-16 19:16:29,EMP-0023,REG-03,PH-002,
RCT-0004391,TXN-0004765,RCP-00004765,Original,2026-07-16 19:19:50,EMP-0063,REG-02,PH-003,
RCT-0004392,TXN-0000473,RCP-00000473,Original,2026-07-16 19:49:31,EMP-0013,REG-02,PH-001,
RCT-0004393,TXN-0004462,RCP-00004462,Original,2026-07-16 20:01:59,EMP-0024,REG-01,PH-002,
RCT-0004394,TXN-0001291,RCP-00001291,Original,2026-07-16 20:33:41,EMP-0023,REG-04,PH-002,
RCT-0004395,TXN-0002828,RCP-00002828,Original,2026-07-16 21:17:48,EMP-0039,REG-01,PH-002,
RCT-0004396,TXN-0000334,RCP-00000334,Original,2026-07-16 21:20:01,EMP-0041,REG-03,PH-002,
RCT-0004397,TXN-0004185,RCP-00004185,Original,2026-07-16 21:28:22,EMP-0016,REG-05,PH-001,
RCT-0004398,TXN-0003655,RCP-00003655,Reprint,2026-07-16 21:32:00,EMP-0006,REG-01,PH-001,Customer request
RCT-0004399,TXN-0001787,RCP-00001787,Original,2026-07-16 21:40:36,EMP-0003,REG-01,PH-001,
RCT-0004400,TXN-0001695,RCP-00001695,Original,2026-07-16 21:53:12,EMP-0108,REG-06,PH-005,
RCT-0004401,TXN-0001998,RCP-00001998,Reprint,2026-07-17 02:05:00,EMP-0006,REG-01,PH-001,Customer request
RCT-0004402,TXN-0001942,RCP-00001942,Reprint,2026-07-17 08:27:57,EMP-0006,REG-03,PH-001,Lost receipt
RCT-0004403,TXN-0001471,RCP-00001471,Original,2026-07-17 08:44:11,EMP-0086,REG-04,PH-004,
RCT-0004404,TXN-0004770,RCP-00004770,Original,2026-07-17 08:46:49,EMP-0085,REG-06,PH-004,
RCT-0004405,TXN-0001369,RCP-00001369,Original,2026-07-17 08:50:01,EMP-0057,REG-01,PH-003,
RCT-0004406,TXN-0004991,RCP-00004991,Original,2026-07-17 08:55:17,EMP-0015,REG-04,PH-001,
RCT-0004407,TXN-0001829,RCP-00001829,Original,2026-07-17 09:01:03,EMP-0016,REG-02,PH-001,
RCT-0004408,TXN-0001756,RCP-00001756,Original,2026-07-17 09:19:36,EMP-0046,REG-03,PH-003,
RCT-0004409,TXN-0004162,RCP-00004162,Original,2026-07-17 10:04:13,EMP-0107,REG-04,PH-005,
RCT-0004410,TXN-0001826,RCP-00001826,Original,2026-07-17 10:15:20,EMP-0042,REG-01,PH-002,
RCT-0004411,TXN-0001826,RCP-00001826,Gift Receipt,2026-07-17 10:16:20,EMP-0042,REG-01,PH-002,
RCT-0004412,TXN-0002511,RCP-00002511,Original,2026-07-17 10:20:48,EMP-0079,REG-04,PH-004,
RCT-0004413,TXN-0001605,RCP-00001605,Original,2026-07-17 10:21:35,EMP-0057,REG-05,PH-003,
RCT-0004414,TXN-0003505,RCP-00003505,Original,2026-07-17 10:36:00,EMP-0041,REG-03,PH-002,
RCT-0004415,TXN-0000565,RCP-00000565,Original,2026-07-17 10:51:28,EMP-0041,REG-05,PH-002,
RCT-0004416,TXN-0004561,RCP-00004561,Original,2026-07-17 11:30:58,EMP-0014,REG-02,PH-001,
RCT-0004417,TXN-0004275,RCP-00004275,Original,2026-07-17 11:34:16,EMP-0023,REG-04,PH-002,
RCT-0004418,TXN-0000871,RCP-00000871,Original,2026-07-17 11:35:18,EMP-0017,REG-01,PH-001,
RCT-0004419,TXN-0000245,RCP-00000245,Original,2026-07-17 11:42:35,EMP-0057,REG-04,PH-003,
RCT-0004420,TXN-0001147,RCP-00001147,Original,2026-07-17 11:43:59,EMP-0104,REG-05,PH-005,
RCT-0004421,TXN-0000597,RCP-00000597,Reprint,2026-07-17 12:30:00,EMP-0006,REG-06,PH-001,Customer request
RCT-0004422,TXN-0002998,RCP-00002998,Original,2026-07-17 12:30:56,EMP-0082,REG-05,PH-004,
RCT-0004423,TXN-0002702,RCP-00002702,Original,2026-07-17 12:34:54,EMP-0039,REG-06,PH-002,
RCT-0004424,TXN-0002461,RCP-00002461,Original,2026-07-17 12:42:15,EMP-0001,REG-04,PH-001,
RCT-0004425,TXN-0001842,RCP-00001842,Original,2026-07-17 12:55:36,EMP-0020,REG-02,PH-001,
RCT-0004426,TXN-0004238,RCP-00004238,Original,2026-07-17 13:46:45,EMP-0090,REG-05,PH-005,
RCT-0004427,TXN-0003499,RCP-00003499,Original,2026-07-17 13:55:16,EMP-0089,REG-03,PH-005,
RCT-0004428,TXN-0004554,RCP-00004554,Original,2026-07-17 14:50:36,EMP-0106,REG-06,PH-005,
RCT-0004429,TXN-0003274,RCP-00003274,Original,2026-07-17 14:54:07,EMP-0041,REG-01,PH-002,
RCT-0004430,TXN-0000559,RCP-00000559,Original,2026-07-17 14:56:19,EMP-0060,REG-03,PH-003,
RCT-0004431,TXN-0003186,RCP-00003186,Original,2026-07-17 15:22:45,EMP-0104,REG-03,PH-005,
RCT-0004432,TXN-0002515,RCP-00002515,Original,2026-07-17 15:33:34,EMP-0037,REG-02,PH-002,
RCT-0004433,TXN-0002515,RCP-00002515,Gift Receipt,2026-07-17 15:34:34,EMP-0037,REG-02,PH-002,
RCT-0004434,TXN-0000960,RCP-00000960,Original,2026-07-17 15:37:42,EMP-0058,REG-02,PH-003,
RCT-0004435,TXN-0000754,RCP-00000754,Original,2026-07-17 15:40:20,EMP-0041,REG-05,PH-002,
RCT-0004436,TXN-0003453,RCP-00003453,Original,2026-07-17 15:43:57,EMP-0106,REG-06,PH-005,
RCT-0004437,TXN-0002325,RCP-00002325,Original,2026-07-17 16:22:22,EMP-0104,REG-04,PH-005,
RCT-0004438,TXN-0004256,RCP-00004256,Original,2026-07-17 16:31:52,EMP-0037,REG-02,PH-002,
RCT-0004439,TXN-0000891,RCP-00000891,Original,2026-07-17 16:52:30,EMP-0013,REG-06,PH-001,
RCT-0004440,TXN-0003254,RCP-00003254,Original,2026-07-17 17:03:13,EMP-0064,REG-06,PH-003,
RCT-0004441,TXN-0001911,RCP-00001911,Original,2026-07-17 17:11:49,EMP-0024,REG-06,PH-002,
