transaction_item_id,transaction_id,product_id,quantity,unit_price,unit_cost,discount_amount,tax_amount,line_total,override_applied,override_employee_id,department
LI-00016864,TXN-0003739,PRD-00762,1,2.95,2.04,0,0.24,2.95,False,,First Aid
LI-00016865,TXN-0003739,PRD-00748,4,40.96,26.8,0,13.52,163.84,False,,Beverages
LI-00016866,TXN-0003739,PRD-00315,1,17.4,9.93,0,1.44,17.4,False,,Beverages
LI-00016867,TXN-0003739,PRD-00575,1,42.34,30.01,0,3.49,42.34,False,,Snacks
LI-00016868,TXN-0003739,PRD-00167,1,39.87,20.45,0,3.29,39.87,False,,Seasonal
LI-00016869,TXN-0003740,PRD-00091,1,50.76,30.64,0,4.19,50.76,False,,Grocery
LI-00016870,TXN-0003740,PRD-00448,1,53.93,34.08,0,4.45,53.93,False,,Seasonal
LI-00016871,TXN-0003741,PRD-00777,1,29.54,14.26,0,2.44,29.54,False,,Snacks
LI-00016872,TXN-0003742,PRD-00721,1,34.4,19.22,0,2.84,34.4,False,,Medical Supplies
LI-00016873,TXN-0003743,PRD-00229,1,34.75,23.85,0,2.87,34.75,False,,OTC Medication
LI-00016874,TXN-0003743,PRD-00122,1,21.78,9.48,0,1.8,21.78,False,,Household
LI-00016875,TXN-0003743,PRD-00252,1,42.88,30.12,0,3.54,42.88,False,,Snacks
LI-00016876,TXN-0003743,PRD-00702,1,29.8,16.54,0,2.46,29.8,False,,Household
LI-00016877,TXN-0003744,PRD-00094,1,37.77,22.6,0,3.12,37.77,False,,Snacks
LI-00016878,TXN-0003744,PRD-00570,1,49.3,33.74,0,4.07,49.3,False,,Grocery
LI-00016879,TXN-0003744,PRD-00606,1,7.85,4.53,0,0.65,7.85,False,,Household
LI-00016880,TXN-0003744,PRD-00413,1,33.36,15.93,0,2.75,33.36,False,,First Aid
LI-00016881,TXN-0003745,PRD-00542,1,30.62,16.9,0,2.53,30.62,False,,Medical Supplies
LI-00016882,TXN-0003745,PRD-00628,1,32.65,17.46,0,2.69,32.65,False,,Personal Care
LI-00016883,TXN-0003745,PRD-00137,1,54.07,30.28,0,4.46,54.07,False,,Grocery
LI-00016884,TXN-0003745,PRD-00440,1,15.42,11.23,2.31,1.08,13.11,False,,Vitamins & Supplements
LI-00016885,TXN-0003746,PRD-00603,1,50.45,28.82,0,4.16,50.45,False,,Vitamins & Supplements
LI-00016886,TXN-0003746,PRD-00466,4,48.97,27.03,0,16.16,195.88,False,,First Aid
LI-00016887,TXN-0003746,PRD-00255,1,50.91,28.31,0,4.2,50.91,False,,Grocery
LI-00016888,TXN-0003747,PRD-00729,4,36.87,25.62,14.75,10.95,132.73,False,,Grocery
LI-00016889,TXN-0003747,PRD-00656,1,39.51,29.08,0,3.26,39.51,False,,Beverages
LI-00016890,TXN-0003747,PRD-00128,1,20.28,10.11,2.03,1.51,18.25,False,,Seasonal
LI-00016891,TXN-0003747,PRD-00207,1,8.5,5.44,0,0.7,8.5,False,,Grocery
LI-00016892,TXN-0003747,PRD-00260,1,35.1,26.14,0,2.9,35.1,False,,Grocery
LI-00016893,TXN-0003748,PRD-00154,1,7.19,3.39,0,0.59,7.19,False,,First Aid
LI-00016894,TXN-0003748,PRD-00247,1,3.75,2.27,0,0.31,3.75,False,,Seasonal
LI-00016895,TXN-0003748,PRD-00211,1,55.8,27.56,0,4.6,55.8,False,,Seasonal
LI-00016896,TXN-0003748,PRD-00293,1,45.35,23.31,0,3.74,45.35,False,,Personal Care
LI-00016897,TXN-0003749,PRD-00093,1,7.46,3.45,0,0.62,7.46,False,,Seasonal
LI-00016898,TXN-0003749,PRD-00691,3,17.1,11.74,0,4.23,51.3,False,,OTC Medication
LI-00016899,TXN-0003749,PRD-00727,2,18.7,9.7,0,3.09,37.4,False,,Medical Supplies
LI-00016900,TXN-0003749,PRD-00487,1,44.6,32.86,0,3.68,44.6,False,,OTC Medication
LI-00016901,TXN-0003749,PRD-00379,1,12.23,6.78,0,1.01,12.23,False,,Seasonal
LI-00016902,TXN-0003749,PRD-00479,1,25.15,18.65,0,2.07,25.15,False,,Medical Supplies
LI-00016903,TXN-0003750,PRD-00089,1,48.32,30.18,0,3.99,48.32,False,,Medical Supplies
LI-00016904,TXN-0003751,PRD-00652,1,34.26,14.74,0,2.83,34.26,False,,Personal Care
LI-00016905,TXN-0003751,PRD-00153,1,2.11,1.37,0,0.17,2.11,False,,Vitamins & Supplements
LI-00016906,TXN-0003751,PRD-00575,1,42.34,30.01,8.47,2.79,33.87,False,,Snacks
LI-00016907,TXN-0003751,PRD-00565,1,24.91,15.55,0,2.06,24.91,False,,Vitamins & Supplements
LI-00016908,TXN-0003751,PRD-00106,1,37.72,22.51,0,3.11,37.72,False,,Seasonal
LI-00016909,TXN-0003752,PRD-00293,1,45.35,23.31,0,3.74,45.35,False,,Personal Care
LI-00016910,TXN-0003752,PRD-00150,1,7.58,3.99,0.38,0.59,7.2,False,,Medical Supplies
LI-00016911,TXN-0003752,PRD-00284,1,53.72,27.44,5.37,3.99,48.35,False,,OTC Medication
LI-00016912,TXN-0003752,PRD-00018,4,16.98,7.59,0,5.6,67.92,False,,Grocery
LI-00016913,TXN-0003752,PRD-00458,1,31.08,23.18,0,2.56,31.08,False,,Snacks
LI-00016914,TXN-0003753,PRD-00256,1,45.01,33.53,0,3.71,45.01,False,,Snacks
LI-00016915,TXN-0003753,PRD-00740,1,41.75,27.49,0,3.44,41.75,False,,Grocery
LI-00016916,TXN-0003754,PRD-00161,1,49.0,33.16,0,4.04,49.0,False,,Beverages
LI-00016917,TXN-0003754,PRD-00334,2,43.15,22.72,0,7.12,86.3,False,,Beauty
LI-00016918,TXN-0003754,PRD-00772,1,30.77,20.23,0,2.54,30.77,False,,Household
LI-00016919,TXN-0003754,PRD-00746,1,1.98,0.86,0,0.16,1.98,False,,Grocery
LI-00016920,TXN-0003754,PRD-00549,1,15.74,9.69,0,1.3,15.74,False,,Snacks
LI-00016921,TXN-0003754,PRD-00439,1,17.79,9.27,0,1.47,17.79,False,,Medical Supplies
LI-00016922,TXN-0003755,PRD-00681,1,54.64,31.3,0,4.51,54.64,False,,Snacks
LI-00016923,TXN-0003755,PRD-00222,4,29.05,14.91,5.81,9.11,110.39,False,,First Aid
LI-00016924,TXN-0003755,PRD-00169,4,3.6,2.24,0,1.19,14.4,False,,Vitamins & Supplements
LI-00016925,TXN-0003755,PRD-00693,1,29.63,19.57,0,2.44,29.63,False,,Vitamins & Supplements
LI-00016926,TXN-0003756,PRD-00779,1,31.84,22.93,0,2.63,31.84,False,,Personal Care
LI-00016927,TXN-0003756,PRD-00608,2,37.22,24.77,0,6.14,74.44,False,,Medical Supplies
LI-00016928,TXN-0003756,PRD-00161,3,49.0,33.16,0,12.13,147.0,False,,Beverages
LI-00016929,TXN-0003756,PRD-00348,1,36.36,25.85,0,3.0,36.36,False,,Household
LI-00016930,TXN-0003757,PRD-00800,1,59.64,33.98,0,4.92,59.64,False,,Snacks
LI-00016931,TXN-0003757,PRD-00193,1,7.34,3.95,0,0.61,7.34,False,,Personal Care
LI-00016932,TXN-0003757,PRD-00264,1,3.22,2.41,0,0.27,3.22,False,,Beverages
LI-00016933,TXN-0003757,PRD-00148,1,9.97,6.66,0,0.82,9.97,False,,Household
LI-00016934,TXN-0003758,PRD-00074,1,19.8,12.67,0,1.63,19.8,False,,Medical Supplies
LI-00016935,TXN-0003758,PRD-00710,1,20.61,14.59,4.12,1.36,16.49,False,,Vitamins & Supplements
LI-00016936,TXN-0003758,PRD-00366,1,14.62,9.25,0,1.21,14.62,False,,Household
LI-00016937,TXN-0003758,PRD-00339,1,20.84,13.97,0,1.72,20.84,False,,Beauty
LI-00016938,TXN-0003758,PRD-00313,1,50.14,29.52,0,4.14,50.14,False,,Grocery
LI-00016939,TXN-0003758,PRD-00351,1,15.36,9.13,0,1.27,15.36,False,,First Aid
LI-00016940,TXN-0003759,PRD-00340,1,11.31,5.27,0,0.93,11.31,False,,Beverages
LI-00016941,TXN-0003759,PRD-00589,1,49.5,25.25,0,4.08,49.5,False,,Vitamins & Supplements
LI-00016942,TXN-0003759,PRD-00278,1,45.88,27.59,0,3.79,45.88,False,,Household
LI-00016943,TXN-0003759,PRD-00392,1,28.56,13.61,4.28,2.0,24.28,False,,Snacks
LI-00016944,TXN-0003760,PRD-00158,1,30.52,13.35,0,2.52,30.52,False,,First Aid
LI-00016945,TXN-0003760,PRD-00535,1,51.16,25.04,0,4.22,51.16,False,,Grocery
LI-00016946,TXN-0003760,PRD-00490,1,36.63,23.47,5.49,2.57,31.14,False,,Vitamins & Supplements
LI-00016947,TXN-0003760,PRD-00528,4,38.01,22.1,0,12.54,152.04,False,,Grocery
LI-00016948,TXN-0003760,PRD-00072,1,52.45,29.38,0,4.33,52.45,False,,OTC Medication
LI-00016949,TXN-0003761,PRD-00386,1,30.23,20.92,0,2.49,30.23,False,,Personal Care
LI-00016950,TXN-0003761,PRD-00530,1,6.83,4.05,0,0.56,6.83,False,,Medical Supplies
LI-00016951,TXN-0003761,PRD-00033,1,62.39,31.48,0,5.15,62.39,False,,Seasonal
LI-00016952,TXN-0003762,PRD-00343,4,19.54,11.36,0,6.45,78.16,False,,Vitamins & Supplements
LI-00016953,TXN-0003762,PRD-00594,3,37.23,24.09,0,9.21,111.69,False,,Beverages
LI-00016954,TXN-0003762,PRD-00700,2,26.86,17.03,0,4.43,53.72,False,,Snacks
LI-00016955,TXN-0003763,PRD-00614,3,40.55,23.27,0,10.04,121.65,False,,Beverages
LI-00016956,TXN-0003764,PRD-00033,1,62.39,31.48,0,5.15,62.39,False,,Seasonal
LI-00016957,TXN-0003764,PRD-00593,1,21.86,9.22,0,1.8,21.86,False,,Vitamins & Supplements
LI-00016958,TXN-0003764,PRD-00261,1,15.36,8.63,0,1.27,15.36,False,,Beauty
LI-00016959,TXN-0003764,PRD-00470,1,4.33,2.34,0.87,0.29,3.46,False,,First Aid
LI-00016960,TXN-0003765,PRD-00293,1,45.35,23.31,0,3.74,45.35,False,,Personal Care
LI-00016961,TXN-0003765,PRD-00289,1,11.81,7.63,0,0.97,11.81,False,,Beauty
LI-00016962,TXN-0003765,PRD-00617,1,1.86,1.31,0,0.15,1.86,False,,OTC Medication
LI-00016963,TXN-0003765,PRD-00058,1,63.8,33.32,0,5.26,63.8,False,,Household
LI-00016964,TXN-0003765,PRD-00327,1,46.85,22.2,9.37,3.09,37.48,False,,Medical Supplies
LI-00016965,TXN-0003766,PRD-00416,1,44.93,30.72,0,3.71,44.93,False,,Seasonal
LI-00016966,TXN-0003766,PRD-00043,1,5.8,2.53,0,0.48,5.8,False,,Snacks
LI-00016967,TXN-0003766,PRD-00173,4,56.42,32.72,0,18.62,225.68,False,,OTC Medication
LI-00016968,TXN-0003766,PRD-00221,1,31.12,20.85,0,2.57,31.12,False,,Personal Care
LI-00016969,TXN-0003766,PRD-00242,1,25.96,13.62,0,2.14,25.96,False,,Household
LI-00016970,TXN-0003766,PRD-00069,1,66.76,31.86,0,5.51,66.76,False,,Beverages
LI-00016971,TXN-0003766,PRD-00734,1,28.59,14.15,0,2.36,28.59,False,,Vitamins & Supplements
LI-00016972,TXN-0003766,PRD-00662,1,31.13,22.47,0,2.57,31.13,False,,Vitamins & Supplements
LI-00016973,TXN-0003766,PRD-00034,1,33.7,22.22,3.37,2.5,30.33,False,,First Aid
LI-00016974,TXN-0003766,PRD-00593,1,21.86,9.22,0,1.8,21.86,False,,Vitamins & Supplements
LI-00016975,TXN-0003767,PRD-00207,1,8.5,5.44,0,0.7,8.5,False,,Grocery
LI-00016976,TXN-0003767,PRD-00429,1,38.49,18.13,0,3.18,38.49,False,,Medical Supplies
LI-00016977,TXN-0003767,PRD-00629,1,42.52,27.35,0,3.51,42.52,False,,First Aid
LI-00016978,TXN-0003767,PRD-00790,1,38.48,17.75,0,3.17,38.48,False,,Beauty
LI-00016979,TXN-0003767,PRD-00649,1,14.21,7.08,0,1.17,14.21,False,,Personal Care
LI-00016980,TXN-0003768,PRD-00174,1,41.24,30.28,0,3.4,41.24,False,,OTC Medication
LI-00016981,TXN-0003768,PRD-00535,4,51.16,25.04,0,16.88,204.64,False,,Grocery
LI-00016982,TXN-0003768,PRD-00334,1,43.15,22.72,0,3.56,43.15,False,,Beauty
LI-00016983,TXN-0003768,PRD-00117,1,57.01,25.66,0,4.7,57.01,False,,Snacks
LI-00016984,TXN-0003768,PRD-00516,1,23.2,16.03,2.32,1.72,20.88,False,,Seasonal
LI-00016985,TXN-0003769,PRD-00173,4,56.42,32.72,0,18.62,225.68,False,,OTC Medication
LI-00016986,TXN-0003769,PRD-00119,3,8.23,5.83,0,2.04,24.69,False,,Vitamins & Supplements
LI-00016987,TXN-0003769,PRD-00728,1,44.17,21.15,6.63,3.1,37.54,False,,OTC Medication
LI-00016988,TXN-0003770,PRD-00388,1,31.66,22.66,0,2.61,31.66,False,,Personal Care
LI-00016989,TXN-0003770,PRD-00787,1,30.2,17.4,0,2.49,30.2,False,,Vitamins & Supplements
LI-00016990,TXN-0003770,PRD-00294,1,42.79,19.05,2.14,3.35,40.65,False,,Seasonal
LI-00016991,TXN-0003770,PRD-00648,1,54.9,26.29,0,4.53,54.9,False,,Grocery
LI-00016992,TXN-0003771,PRD-00392,1,28.56,13.61,0,2.36,28.56,False,,Snacks
LI-00016993,TXN-0003771,PRD-00767,1,46.87,32.43,16.4,2.51,30.47,True,EMP-0069,OTC Medication
LI-00016994,TXN-0003771,PRD-00632,1,27.1,13.55,5.42,1.79,21.68,False,,OTC Medication
LI-00016995,TXN-0003771,PRD-00378,3,64.18,28.71,0,15.88,192.54,False,,Medical Supplies
LI-00016996,TXN-0003772,PRD-00405,1,15.69,6.67,0,1.29,15.69,False,,Seasonal
LI-00016997,TXN-0003772,PRD-00297,1,6.1,4.13,0,0.5,6.1,False,,Household
LI-00016998,TXN-0003772,PRD-00533,1,62.85,28.31,0,5.19,62.85,False,,Snacks
LI-00016999,TXN-0003772,PRD-00286,1,25.7,15.17,0,2.12,25.7,False,,Vitamins & Supplements
LI-00017000,TXN-0003772,PRD-00526,1,13.9,9.6,0,1.15,13.9,False,,OTC Medication
LI-00017001,TXN-0003772,PRD-00288,1,25.39,12.21,0,2.09,25.39,False,,Household
LI-00017002,TXN-0003773,PRD-00059,1,17.28,10.9,0,1.43,17.28,False,,Beauty
LI-00017003,TXN-0003773,PRD-00317,2,26.41,12.69,0,4.36,52.82,False,,Beauty
LI-00017004,TXN-0003773,PRD-00078,1,8.0,5.24,0,0.66,8.0,False,,OTC Medication
LI-00017005,TXN-0003773,PRD-00674,1,37.57,20.45,0,3.1,37.57,False,,Seasonal
LI-00017006,TXN-0003773,PRD-00376,1,2.97,1.64,0,0.25,2.97,False,,Household
LI-00017007,TXN-0003773,PRD-00411,1,17.64,8.89,0,1.46,17.64,False,,OTC Medication
LI-00017008,TXN-0003774,PRD-00182,4,22.01,15.95,0,7.26,88.04,False,,Medical Supplies
LI-00017009,TXN-0003774,PRD-00214,1,4.09,2.88,0,0.34,4.09,False,,Grocery
LI-00017010,TXN-0003774,PRD-00339,1,20.84,13.97,1.04,1.63,19.8,False,,Beauty
LI-00017011,TXN-0003774,PRD-00358,1,58.49,29.83,0,4.83,58.49,False,,Household
LI-00017012,TXN-0003774,PRD-00751,3,38.95,22.79,0,9.64,116.85,False,,Snacks
LI-00017013,TXN-0003775,PRD-00327,1,46.85,22.2,0,3.87,46.85,False,,Medical Supplies
LI-00017014,TXN-0003775,PRD-00602,1,19.88,11.84,0,1.64,19.88,False,,Seasonal
LI-00017015,TXN-0003775,PRD-00007,1,39.12,16.45,0,3.23,39.12,False,,Snacks
LI-00017016,TXN-0003775,PRD-00649,1,14.21,7.08,0,1.17,14.21,False,,Personal Care
LI-00017017,TXN-0003775,PRD-00382,1,47.09,32.19,0,3.88,47.09,False,,Beverages
LI-00017018,TXN-0003776,PRD-00062,1,19.94,14.47,0,1.65,19.94,False,,Beauty
LI-00017019,TXN-0003776,PRD-00159,1,40.02,28.19,0,3.3,40.02,False,,Grocery
LI-00017020,TXN-0003776,PRD-00323,1,56.36,27.97,0,4.65,56.36,False,,Grocery
LI-00017021,TXN-0003777,PRD-00367,1,52.99,30.02,10.6,3.5,42.39,False,,Beauty
LI-00017022,TXN-0003777,PRD-00111,1,23.69,10.2,0,1.95,23.69,False,,Medical Supplies
LI-00017023,TXN-0003777,PRD-00582,1,1.92,1.11,0,0.16,1.92,False,,Grocery
LI-00017024,TXN-0003777,PRD-00005,3,2.92,2.11,0,0.72,8.76,False,,Seasonal
LI-00017025,TXN-0003778,PRD-00776,1,70.66,32.05,0,5.83,70.66,False,,Seasonal
LI-00017026,TXN-0003778,PRD-00475,1,28.69,14.89,0,2.37,28.69,False,,Beauty
LI-00017027,TXN-0003778,PRD-00323,1,56.36,27.97,0,4.65,56.36,False,,Grocery
LI-00017028,TXN-0003778,PRD-00384,1,53.29,33.01,0,4.4,53.29,False,,Household
LI-00017029,TXN-0003778,PRD-00469,1,16.18,7.17,0,1.33,16.18,False,,Vitamins & Supplements
LI-00017030,TXN-0003778,PRD-00059,1,17.28,10.9,0,1.43,17.28,False,,Beauty
LI-00017031,TXN-0003778,PRD-00006,1,37.66,25.28,0,3.11,37.66,False,,Household
LI-00017032,TXN-0003778,PRD-00084,1,34.43,19.65,0,2.84,34.43,False,,Snacks
LI-00017033,TXN-0003779,PRD-00411,1,17.64,8.89,0,1.46,17.64,False,,OTC Medication
LI-00017034,TXN-0003780,PRD-00270,1,24.21,13.74,2.42,1.8,21.79,False,,Medical Supplies
LI-00017035,TXN-0003780,PRD-00361,1,33.31,20.2,0,2.75,33.31,False,,Personal Care
LI-00017036,TXN-0003780,PRD-00240,1,6.94,2.93,0.35,0.54,6.59,False,,OTC Medication
LI-00017037,TXN-0003780,PRD-00112,1,12.83,9.09,0,1.06,12.83,False,,Medical Supplies
LI-00017038,TXN-0003781,PRD-00189,1,44.01,25.37,0,3.63,44.01,False,,Vitamins & Supplements
LI-00017039,TXN-0003781,PRD-00158,1,30.52,13.35,0,2.52,30.52,False,,First Aid
LI-00017040,TXN-0003781,PRD-00258,4,35.44,22.97,0,11.7,141.76,False,,Beauty
LI-00017041,TXN-0003781,PRD-00466,1,48.97,27.03,0,4.04,48.97,False,,First Aid
LI-00017042,TXN-0003781,PRD-00639,1,5.49,3.76,0,0.45,5.49,False,,Household
LI-00017043,TXN-0003782,PRD-00495,1,37.0,19.17,5.55,2.59,31.45,False,,Medical Supplies
LI-00017044,TXN-0003782,PRD-00590,1,30.85,15.14,0,2.55,30.85,False,,OTC Medication
LI-00017045,TXN-0003782,PRD-00019,1,21.88,14.4,0,1.81,21.88,False,,First Aid
LI-00017046,TXN-0003783,PRD-00459,2,44.54,24.32,0,7.35,89.08,False,,Medical Supplies
LI-00017047,TXN-0003783,PRD-00437,1,33.77,14.57,0,2.79,33.77,False,,Personal Care
LI-00017048,TXN-0003783,PRD-00368,1,2.44,1.16,0,0.2,2.44,False,,Snacks
LI-00017049,TXN-0003783,PRD-00129,1,20.59,14.48,0,1.7,20.59,False,,Personal Care
LI-00017050,TXN-0003784,PRD-00431,4,12.36,8.36,0,4.08,49.44,False,,Medical Supplies
LI-00017051,TXN-0003784,PRD-00449,1,51.04,32.71,0,4.21,51.04,False,,OTC Medication
LI-00017052,TXN-0003784,PRD-00428,1,49.13,20.72,0,4.05,49.13,False,,Grocery
LI-00017053,TXN-0003784,PRD-00436,1,38.63,26.82,0,3.19,38.63,False,,OTC Medication
LI-00017054,TXN-0003784,PRD-00728,1,44.17,21.15,4.42,3.28,39.75,False,,OTC Medication
LI-00017055,TXN-0003784,PRD-00047,1,44.93,24.4,0,3.71,44.93,False,,Grocery
LI-00017056,TXN-0003785,PRD-00661,1,54.23,24.44,0,4.47,54.23,False,,Snacks
LI-00017057,TXN-0003785,PRD-00525,1,3.98,2.23,0,0.33,3.98,False,,Medical Supplies
LI-00017058,TXN-0003785,PRD-00565,4,24.91,15.55,0,8.22,99.64,False,,Vitamins & Supplements
LI-00017059,TXN-0003785,PRD-00307,4,38.99,21.69,0,12.87,155.96,False,,Beverages
LI-00017060,TXN-0003785,PRD-00142,1,42.83,21.38,0,3.53,42.83,False,,Personal Care
LI-00017061,TXN-0003785,PRD-00636,1,4.11,2.81,0.21,0.32,3.9,False,,Seasonal
LI-00017062,TXN-0003786,PRD-00778,1,26.65,19.88,0,2.2,26.65,False,,Snacks
LI-00017063,TXN-0003786,PRD-00022,1,18.35,9.47,0,1.51,18.35,False,,Vitamins & Supplements
LI-00017064,TXN-0003787,PRD-00775,1,33.35,15.41,0,2.75,33.35,False,,Snacks
LI-00017065,TXN-0003787,PRD-00788,1,25.31,13.36,0,2.09,25.31,False,,Medical Supplies
LI-00017066,TXN-0003787,PRD-00317,1,26.41,12.69,0,2.18,26.41,False,,Beauty
LI-00017067,TXN-0003787,PRD-00563,1,22.69,13.28,0,1.87,22.69,False,,Beauty
LI-00017068,TXN-0003788,PRD-00266,1,30.9,18.98,0,2.55,30.9,False,,Medical Supplies
LI-00017069,TXN-0003788,PRD-00470,1,4.33,2.34,0.65,0.3,3.68,False,,First Aid
LI-00017070,TXN-0003789,PRD-00573,1,9.34,6.3,0,0.77,9.34,False,,Grocery
LI-00017071,TXN-0003789,PRD-00289,1,11.81,7.63,2.36,0.78,9.45,False,,Beauty
LI-00017072,TXN-0003789,PRD-00671,1,10.29,5.36,0,0.85,10.29,False,,Grocery
LI-00017073,TXN-0003789,PRD-00151,1,8.81,5.59,0,0.73,8.81,False,,Household
LI-00017074,TXN-0003789,PRD-00617,1,1.86,1.31,0.09,0.15,1.77,False,,OTC Medication
LI-00017075,TXN-0003789,PRD-00466,1,48.97,27.03,0,4.04,48.97,False,,First Aid
LI-00017076,TXN-0003790,PRD-00152,1,27.93,13.65,0,2.3,27.93,False,,Personal Care
LI-00017077,TXN-0003790,PRD-00269,1,47.49,20.1,0,3.92,47.49,False,,Vitamins & Supplements
LI-00017078,TXN-0003790,PRD-00740,1,41.75,27.49,0,3.44,41.75,False,,Grocery
LI-00017079,TXN-0003790,PRD-00555,1,47.46,31.38,0,3.92,47.46,False,,Snacks
LI-00017080,TXN-0003790,PRD-00516,1,23.2,16.03,3.48,1.63,19.72,False,,Seasonal
LI-00017081,TXN-0003791,PRD-00686,1,18.4,13.57,0,1.52,18.4,False,,First Aid
LI-00017082,TXN-0003791,PRD-00261,1,15.36,8.63,0,1.27,15.36,False,,Beauty
LI-00017083,TXN-0003791,PRD-00346,1,51.72,26.15,0,4.27,51.72,False,,Seasonal
LI-00017084,TXN-0003791,PRD-00684,1,25.45,14.09,0,2.1,25.45,False,,Medical Supplies
LI-00017085,TXN-0003792,PRD-00514,1,19.64,13.28,0,1.62,19.64,False,,Beverages
LI-00017086,TXN-0003792,PRD-00416,1,44.93,30.72,0,3.71,44.93,False,,Seasonal
LI-00017087,TXN-0003792,PRD-00784,1,22.66,16.69,2.27,1.68,20.39,False,,OTC Medication
LI-00017088,TXN-0003792,PRD-00127,1,71.12,34.13,0,5.87,71.12,False,,Seasonal
LI-00017089,TXN-0003792,PRD-00070,1,25.86,16.8,0,2.13,25.86,False,,Beauty
LI-00017090,TXN-0003792,PRD-00492,1,24.43,13.97,0,2.02,24.43,False,,OTC Medication
LI-00017091,TXN-0003793,PRD-00237,2,30.22,15.88,0,4.99,60.44,False,,Personal Care
LI-00017092,TXN-0003793,PRD-00268,1,32.97,21.98,0,2.72,32.97,False,,Beverages
LI-00017093,TXN-0003793,PRD-00147,1,24.34,17.04,0,2.01,24.34,False,,Snacks
LI-00017094,TXN-0003793,PRD-00770,1,4.31,2.61,0,0.36,4.31,False,,Vitamins & Supplements
LI-00017095,TXN-0003794,PRD-00157,1,20.9,10.51,0,1.72,20.9,False,,Household
LI-00017096,TXN-0003794,PRD-00402,1,11.4,5.93,1.14,0.85,10.26,False,,First Aid
LI-00017097,TXN-0003794,PRD-00323,1,56.36,27.97,0,4.65,56.36,False,,Grocery
LI-00017098,TXN-0003794,PRD-00751,1,38.95,22.79,7.79,2.57,31.16,False,,Snacks
LI-00017099,TXN-0003794,PRD-00178,1,26.48,15.95,0,2.18,26.48,False,,Snacks
LI-00017100,TXN-0003794,PRD-00666,4,36.74,21.57,0,12.12,146.96,False,,Snacks
LI-00017101,TXN-0003795,PRD-00449,1,51.04,32.71,0,4.21,51.04,False,,OTC Medication
LI-00017102,TXN-0003795,PRD-00530,1,6.83,4.05,0,0.56,6.83,False,,Medical Supplies
LI-00017103,TXN-0003795,PRD-00471,1,47.48,33.5,0,3.92,47.48,False,,Snacks
LI-00017104,TXN-0003795,PRD-00244,3,41.77,23.82,0,10.34,125.31,False,,OTC Medication
LI-00017105,TXN-0003796,PRD-00087,1,9.28,4.17,0,0.77,9.28,False,,Personal Care
LI-00017106,TXN-0003796,PRD-00624,1,29.02,18.71,0,2.39,29.02,False,,Medical Supplies
LI-00017107,TXN-0003796,PRD-00752,1,37.68,27.73,0,3.11,37.68,False,,OTC Medication
LI-00017108,TXN-0003796,PRD-00278,1,45.88,27.59,0,3.79,45.88,False,,Household
LI-00017109,TXN-0003797,PRD-00618,1,61.93,27.17,0,5.11,61.93,False,,First Aid
LI-00017110,TXN-0003797,PRD-00427,1,47.68,25.45,0,3.93,47.68,False,,Medical Supplies
LI-00017111,TXN-0003797,PRD-00224,1,5.6,2.78,0,0.46,5.6,False,,Beauty
LI-00017112,TXN-0003797,PRD-00643,1,31.96,13.84,0,2.64,31.96,False,,Grocery
LI-00017113,TXN-0003797,PRD-00319,1,50.44,28.34,0,4.16,50.44,False,,Personal Care
LI-00017114,TXN-0003797,PRD-00358,1,58.49,29.83,0,4.83,58.49,False,,Household
LI-00017115,TXN-0003798,PRD-00342,1,38.11,22.28,0,3.14,38.11,False,,OTC Medication
LI-00017116,TXN-0003798,PRD-00725,1,38.53,18.07,0,3.18,38.53,False,,Beauty
LI-00017117,TXN-0003798,PRD-00270,1,24.21,13.74,0,2.0,24.21,False,,Medical Supplies
LI-00017118,TXN-0003798,PRD-00629,1,42.52,27.35,6.38,2.98,36.14,False,,First Aid
LI-00017119,TXN-0003799,PRD-00611,1,7.99,4.08,0.4,0.63,7.59,False,,Beauty
LI-00017120,TXN-0003799,PRD-00444,1,43.83,23.42,0,3.62,43.83,False,,Beverages
LI-00017121,TXN-0003799,PRD-00723,1,4.4,1.96,0,0.36,4.4,False,,Household
LI-00017122,TXN-0003799,PRD-00469,1,16.18,7.17,0,1.33,16.18,False,,Vitamins & Supplements
LI-00017123,TXN-0003799,PRD-00146,1,37.43,21.81,0,3.09,37.43,False,,Beauty
LI-00017124,TXN-0003799,PRD-00656,1,39.51,29.08,0,3.26,39.51,False,,Beverages
LI-00017125,TXN-0003800,PRD-00503,1,1.66,0.92,0,0.14,1.66,False,,OTC Medication
LI-00017126,TXN-0003800,PRD-00660,4,23.43,16.19,0,7.73,93.72,False,,Personal Care
LI-00017127,TXN-0003800,PRD-00106,1,37.72,22.51,0,3.11,37.72,False,,Seasonal
LI-00017128,TXN-0003800,PRD-00590,1,30.85,15.14,0,2.55,30.85,False,,OTC Medication
LI-00017129,TXN-0003800,PRD-00791,1,55.02,32.66,0,4.54,55.02,False,,Beauty
LI-00017130,TXN-0003800,PRD-00126,4,22.49,12.74,0,7.42,89.96,False,,Medical Supplies
LI-00017131,TXN-0003800,PRD-00120,1,29.96,21.49,1.5,2.35,28.46,False,,Grocery
LI-00017132,TXN-0003800,PRD-00043,1,5.8,2.53,0,0.48,5.8,False,,Snacks
LI-00017133,TXN-0003800,PRD-00035,1,43.32,31.34,0,3.57,43.32,False,,First Aid
LI-00017134,TXN-0003801,PRD-00708,3,19.62,10.73,0,4.86,58.86,False,,Medical Supplies
