drawer_session_id,store_id,register_id,employee_id,opened_at,closed_at,opening_cash,expected_cash,counted_cash,cash_variance,no_sale_open_count,cash_refund_total,cash_sales_total,approving_manager_id,flagged,flag_reason
DRW-0000464,PH-002,REG-03,EMP-0023,2026-06-26 14:00:00,2026-06-26 22:41:00,200.0,913.93,917.42,3.49,3,92.47,435.05,EMP-0025,False,
DRW-0000465,PH-003,REG-01,EMP-0056,2026-07-31 12:00:00,2026-07-31 20:25:00,200.0,998.44,996.15,-2.29,3,39.57,1664.63,EMP-0057,False,
DRW-0000466,PH-005,REG-06,EMP-0089,2026-06-21 12:00:00,2026-06-21 20:14:00,200.0,775.21,773.2,-2.01,2,36.1,1788.22,EMP-0089,False,
DRW-0000467,PH-005,REG-05,EMP-0108,2026-07-01 10:00:00,2026-07-01 17:53:00,200.0,1349.82,1350.91,1.09,2,11.08,893.85,EMP-0091,False,
DRW-0000468,PH-005,REG-02,EMP-0105,2026-07-16 08:16:00,2026-07-16 16:03:00,200.0,982.34,979.02,-3.32,0,41.68,477.7,EMP-0100,False,
DRW-0000469,PH-004,REG-03,EMP-0078,2026-05-31 10:00:00,2026-05-31 18:36:00,200.0,503.6,508.42,4.82,2,25.04,992.8,EMP-0079,False,
DRW-0000470,PH-005,REG-03,EMP-0106,2026-07-14 12:00:00,2026-07-14 20:39:00,200.0,1157.31,1157.84,0.53,4,137.16,1037.64,EMP-0089,False,
DRW-0000471,PH-005,REG-04,EMP-0106,2026-06-16 12:00:00,2026-06-16 19:47:00,200.0,1097.44,1098.43,0.99,1,42.64,1252.49,EMP-0101,False,
DRW-0000472,PH-003,REG-01,EMP-0064,2026-05-24 10:01:00,2026-05-24 17:56:00,200.0,1287.84,1287.79,-0.05,4,61.06,722.22,EMP-0045,False,
DRW-0000473,PH-003,REG-04,EMP-0061,2026-05-16 12:00:00,2026-05-16 20:04:00,200.0,1233.68,1228.91,-4.77,2,56.41,439.16,EMP-0056,False,
DRW-0000474,PH-005,REG-06,EMP-0100,2026-07-12 14:00:00,2026-07-12 21:57:00,200.0,1242.73,1245.81,3.08,5,50.04,403.41,EMP-0090,False,
DRW-0000475,PH-004,REG-02,EMP-0067,2026-07-15 14:00:00,2026-07-15 21:56:00,200.0,1328.15,1329.6,1.45,2,106.33,1450.51,EMP-0067,False,
DRW-0000476,PH-004,REG-05,EMP-0080,2026-05-21 12:17:00,2026-05-21 20:15:00,200.0,1308.18,1309.39,1.21,3,126.34,472.62,EMP-0069,False,
DRW-0000477,PH-001,REG-05,EMP-0016,2026-07-31 08:02:00,2026-07-31 16:14:00,200.0,1969.58,1964.94,-4.64,4,12.06,1767.0,EMP-0013,False,
DRW-0000478,PH-003,REG-01,EMP-0061,2026-05-02 12:00:00,2026-05-02 19:47:00,200.0,1863.37,1859.74,-3.63,1,82.64,438.38,EMP-0046,False,
DRW-0000479,PH-001,REG-01,EMP-0001,2026-05-31 14:00:00,2026-05-31 22:09:00,200.0,702.87,700.65,-2.22,0,4.32,1515.42,EMP-0001,False,
DRW-0000480,PH-001,REG-03,EMP-0016,2026-05-17 12:00:00,2026-05-17 20:25:00,200.0,1962.65,1959.72,-2.93,2,51.91,777.03,EMP-0013,False,
DRW-0000481,PH-004,REG-02,EMP-0081,2026-06-20 08:00:00,2026-06-20 16:18:00,200.0,1475.25,1478.62,3.37,3,100.9,1477.23,EMP-0078,False,
DRW-0000482,PH-002,REG-06,EMP-0042,2026-07-13 10:00:00,2026-07-13 18:02:00,200.0,1344.35,1345.51,1.16,4,147.21,1321.92,EMP-0024,False,
DRW-0000483,PH-003,REG-01,EMP-0063,2026-07-04 10:00:00,2026-07-04 17:52:00,200.0,1672.05,1669.28,-2.77,1,38.03,609.5,EMP-0045,False,
DRW-0000484,PH-004,REG-06,EMP-0079,2026-05-22 10:00:00,2026-05-22 18:22:00,200.0,1894.89,1891.76,-3.13,1,92.82,1488.62,EMP-0078,False,
DRW-0000485,PH-002,REG-01,EMP-0037,2026-07-10 14:00:00,2026-07-10 22:31:00,200.0,1390.51,1390.19,-0.32,4,134.98,1305.87,EMP-0023,False,
DRW-0000486,PH-003,REG-02,EMP-0057,2026-05-22 08:00:00,2026-05-22 16:36:00,200.0,851.02,849.92,-1.1,2,134.23,1288.83,EMP-0056,False,
DRW-0000487,PH-002,REG-02,EMP-0037,2026-06-22 12:00:00,2026-06-22 20:31:00,200.0,580.89,582.72,1.83,2,83.35,1561.12,EMP-0035,False,
DRW-0000488,PH-005,REG-03,EMP-0100,2026-07-30 12:00:00,2026-07-30 20:42:00,200.0,1846.17,1844.88,-1.29,4,28.86,1641.4,EMP-0091,False,
DRW-0000489,PH-005,REG-06,EMP-0091,2026-07-17 08:10:00,2026-07-17 16:27:00,200.0,856.21,860.76,4.55,5,71.16,987.85,EMP-0089,False,
DRW-0000490,PH-001,REG-06,EMP-0003,2026-07-30 10:00:00,2026-07-30 18:11:00,200.0,1868.89,1864.03,-4.86,5,65.01,1068.55,EMP-0002,False,
DRW-0000491,PH-004,REG-01,EMP-0086,2026-06-30 08:00:00,2026-06-30 16:28:00,200.0,1230.14,1234.68,4.54,4,77.71,737.88,EMP-0068,False,
DRW-0000492,PH-005,REG-03,EMP-0108,2026-05-18 14:00:00,2026-05-18 21:54:00,200.0,1057.52,1053.09,-4.43,3,14.33,749.89,EMP-0101,False,
DRW-0000493,PH-001,REG-04,EMP-0015,2026-07-12 14:00:00,2026-07-12 22:16:00,200.0,1578.55,1575.47,-3.08,0,145.79,1546.6,EMP-0003,False,
DRW-0000494,PH-002,REG-04,EMP-0039,2026-06-03 14:00:00,2026-06-03 22:27:00,200.0,1757.53,1758.03,0.5,4,148.66,1197.97,EMP-0035,False,
DRW-0000495,PH-005,REG-01,EMP-0103,2026-07-25 10:11:00,2026-07-25 18:39:00,200.0,1318.17,1321.85,3.68,2,105.75,1696.39,EMP-0089,False,
DRW-0000496,PH-002,REG-03,EMP-0024,2026-07-03 10:00:00,2026-07-03 18:41:00,200.0,1400.48,1396.53,-3.95,1,14.86,1471.27,EMP-0025,False,
DRW-0000497,PH-002,REG-04,EMP-0040,2026-06-28 10:00:00,2026-06-28 18:14:00,200.0,882.39,884.14,1.75,5,1.89,1080.04,EMP-0024,False,
DRW-0000498,PH-005,REG-03,EMP-0101,2026-05-14 14:05:00,2026-05-14 21:48:00,200.0,838.56,838.61,0.05,3,5.44,581.66,EMP-0091,False,
DRW-0000499,PH-003,REG-02,EMP-0063,2026-05-26 14:00:00,2026-05-26 22:00:00,200.0,786.79,785.06,-1.73,3,30.34,354.98,EMP-0046,False,
DRW-0000500,PH-002,REG-02,EMP-0037,2026-05-19 14:00:00,2026-05-19 22:10:00,200.0,1890.11,1894.43,4.32,3,17.23,816.06,EMP-0024,False,
DRW-0000501,PH-005,REG-06,EMP-0102,2026-07-19 14:08:00,2026-07-19 22:45:00,200.0,692.36,640.38,-51.98,7,146.16,1227.81,EMP-0100,True,Repeated shortage with elevated no-sale opens
DRW-0000502,PH-004,REG-06,EMP-0068,2026-05-23 14:00:00,2026-05-23 22:36:00,200.0,1948.15,1950.97,2.82,0,31.57,385.55,EMP-0078,False,
DRW-0000503,PH-001,REG-01,EMP-0012,2026-07-04 10:00:00,2026-07-04 18:17:00,200.0,636.16,638.34,2.18,1,68.21,1453.65,EMP-0002,False,
DRW-0000504,PH-004,REG-05,EMP-0078,2026-06-29 14:00:00,2026-06-29 22:41:00,200.0,1744.25,1745.84,1.59,3,100.33,1554.75,EMP-0069,False,
DRW-0000505,PH-003,REG-03,EMP-0063,2026-07-10 12:00:00,2026-07-10 20:24:00,200.0,1357.7,1358.78,1.08,3,147.55,1494.49,EMP-0047,False,
DRW-0000506,PH-003,REG-03,EMP-0060,2026-06-12 12:00:00,2026-06-12 19:55:00,200.0,1951.35,1952.18,0.83,2,109.12,1052.19,EMP-0057,False,
DRW-0000507,PH-002,REG-05,EMP-0035,2026-06-01 12:00:00,2026-06-01 20:13:00,200.0,1209.33,1212.55,3.22,2,40.49,833.6,EMP-0023,False,
DRW-0000508,PH-004,REG-06,EMP-0082,2026-05-07 14:10:00,2026-05-07 22:17:00,200.0,1466.4,1467.37,0.97,2,32.3,689.9,EMP-0079,False,
DRW-0000509,PH-003,REG-03,EMP-0045,2026-05-22 08:00:00,2026-05-22 16:26:00,200.0,1868.88,1864.41,-4.47,1,148.97,1043.48,EMP-0046,False,
DRW-0000510,PH-004,REG-02,EMP-0078,2026-05-23 10:00:00,2026-05-23 18:00:00,200.0,1985.74,1981.49,-4.25,4,130.74,1320.18,EMP-0079,False,
DRW-0000511,PH-005,REG-05,EMP-0101,2026-06-19 08:00:00,2026-06-19 16:19:00,200.0,1798.3,1801.61,3.31,1,80.75,512.46,EMP-0100,False,
DRW-0000512,PH-005,REG-06,EMP-0104,2026-06-25 14:00:00,2026-06-25 22:40:00,200.0,783.08,778.45,-4.63,4,137.79,1657.31,EMP-0091,False,
DRW-0000513,PH-001,REG-01,EMP-0015,2026-07-04 08:00:00,2026-07-04 16:14:00,200.0,1742.82,1743.34,0.52,3,104.01,309.24,EMP-0012,False,
DRW-0000514,PH-001,REG-05,EMP-0018,2026-05-18 10:00:00,2026-05-18 18:37:00,200.0,1094.36,1096.51,2.15,2,28.61,524.19,EMP-0002,False,
DRW-0000515,PH-005,REG-02,EMP-0103,2026-05-14 12:03:00,2026-05-14 19:59:00,200.0,1306.9,1311.31,4.41,4,72.24,722.02,EMP-0100,False,
DRW-0000516,PH-003,REG-06,EMP-0058,2026-07-26 12:00:00,2026-07-26 19:46:00,200.0,706.65,703.37,-3.28,2,139.41,423.32,EMP-0057,False,
DRW-0000517,PH-004,REG-04,EMP-0084,2026-05-15 12:08:00,2026-05-15 19:47:00,200.0,575.1,574.55,-0.55,5,78.38,730.6,EMP-0067,False,
DRW-0000518,PH-004,REG-01,EMP-0069,2026-05-05 10:00:00,2026-05-05 18:08:00,200.0,720.5,722.39,1.89,2,66.46,1429.55,EMP-0069,False,
DRW-0000519,PH-005,REG-05,EMP-0100,2026-07-10 14:00:00,2026-07-10 22:45:00,200.0,1423.98,1420.67,-3.31,4,50.53,900.3,EMP-0101,False,
DRW-0000520,PH-001,REG-05,EMP-0012,2026-05-07 10:00:00,2026-05-07 18:15:00,200.0,926.29,929.09,2.8,0,117.67,1656.07,EMP-0003,False,
DRW-0000521,PH-002,REG-02,EMP-0041,2026-05-01 14:00:00,2026-05-01 22:42:00,200.0,1921.55,1925.25,3.7,4,146.35,1243.73,EMP-0035,False,
DRW-0000522,PH-002,REG-03,EMP-0035,2026-05-22 10:00:00,2026-05-22 18:00:00,200.0,1238.88,1240.35,1.47,5,42.03,1230.01,EMP-0025,False,
DRW-0000523,PH-001,REG-01,EMP-0020,2026-06-18 12:10:00,2026-06-18 19:54:00,200.0,1841.82,1838.97,-2.85,3,33.25,811.4,EMP-0003,False,
DRW-0000524,PH-004,REG-01,EMP-0081,2026-06-17 14:00:00,2026-06-17 21:52:00,200.0,1605.01,1608.57,3.56,2,64.22,851.9,EMP-0068,False,
DRW-0000525,PH-005,REG-06,EMP-0101,2026-05-02 08:00:00,2026-05-02 16:00:00,200.0,782.14,786.32,4.18,1,129.73,810.71,EMP-0090,False,
DRW-0000526,PH-002,REG-06,EMP-0041,2026-06-20 08:00:00,2026-06-20 16:36:00,200.0,1811.87,1816.36,4.49,1,27.03,955.59,EMP-0024,False,
DRW-0000527,PH-001,REG-05,EMP-0012,2026-07-12 08:00:00,2026-07-12 16:23:00,200.0,1780.28,1782.21,1.93,1,140.32,1568.1,EMP-0001,False,
DRW-0000528,PH-005,REG-03,EMP-0108,2026-05-15 14:00:00,2026-05-15 22:36:00,200.0,1338.52,1333.92,-4.6,0,149.59,612.17,EMP-0091,False,
DRW-0000529,PH-005,REG-02,EMP-0100,2026-06-25 08:00:00,2026-06-25 16:38:00,200.0,1790.77,1787.01,-3.76,5,35.22,367.46,EMP-0101,False,
DRW-0000530,PH-001,REG-01,EMP-0017,2026-05-04 14:00:00,2026-05-04 22:05:00,200.0,1263.06,1262.91,-0.15,2,97.59,335.44,EMP-0012,False,
DRW-0000531,PH-003,REG-02,EMP-0058,2026-07-18 14:00:00,2026-07-18 22:18:00,200.0,619.87,623.91,4.04,5,19.25,1090.46,EMP-0046,False,
DRW-0000532,PH-002,REG-05,EMP-0037,2026-06-17 10:00:00,2026-06-17 18:25:00,200.0,1928.93,1926.19,-2.74,1,5.57,1777.91,EMP-0034,False,
DRW-0000533,PH-002,REG-04,EMP-0040,2026-05-08 08:00:00,2026-05-08 16:06:00,200.0,1579.03,1579.22,0.19,4,92.18,452.42,EMP-0024,False,
DRW-0000534,PH-001,REG-05,EMP-0019,2026-06-20 10:15:00,2026-06-20 18:05:00,200.0,1460.47,1464.01,3.54,4,95.68,1419.81,EMP-0003,False,
DRW-0000535,PH-001,REG-02,EMP-0020,2026-05-23 08:00:00,2026-05-23 16:32:00,200.0,857.48,857.41,-0.07,5,10.2,813.24,EMP-0002,False,
DRW-0000536,PH-004,REG-04,EMP-0086,2026-06-13 10:00:00,2026-06-13 17:46:00,200.0,1409.94,1412.11,2.17,3,109.04,1527.81,EMP-0069,False,
DRW-0000537,PH-004,REG-03,EMP-0069,2026-07-23 14:09:00,2026-07-23 22:43:00,200.0,1630.49,1630.26,-0.23,3,143.13,854.21,EMP-0078,False,
DRW-0000538,PH-001,REG-05,EMP-0017,2026-06-04 14:14:00,2026-06-04 21:53:00,200.0,1587.57,1587.03,-0.54,2,86.59,540.69,EMP-0003,False,
DRW-0000539,PH-003,REG-05,EMP-0058,2026-05-28 12:00:00,2026-05-28 20:15:00,200.0,1665.51,1664.31,-1.2,4,52.39,1049.95,EMP-0045,False,
DRW-0000540,PH-005,REG-04,EMP-0091,2026-07-24 12:15:00,2026-07-24 20:10:00,200.0,1187.02,1190.86,3.84,5,139.43,1326.25,EMP-0089,False,
DRW-0000541,PH-004,REG-03,EMP-0079,2026-05-01 14:00:00,2026-05-01 22:39:00,200.0,1335.59,1339.07,3.48,0,26.62,1545.89,EMP-0069,False,
DRW-0000542,PH-003,REG-05,EMP-0057,2026-07-20 14:16:00,2026-07-20 22:10:00,200.0,1943.86,1947.75,3.89,2,36.11,1108.91,EMP-0057,False,
DRW-0000543,PH-001,REG-04,EMP-0002,2026-05-27 12:00:00,2026-05-27 20:38:00,200.0,1408.15,1405.8,-2.35,1,91.72,753.82,EMP-0001,False,
DRW-0000544,PH-005,REG-02,EMP-0090,2026-06-22 08:03:00,2026-06-22 16:39:00,200.0,952.51,950.92,-1.59,5,93.38,1416.04,EMP-0091,False,
DRW-0000545,PH-004,REG-02,EMP-0082,2026-05-11 10:00:00,2026-05-11 18:30:00,200.0,1962.75,1964.77,2.02,1,31.17,1554.15,EMP-0067,False,
DRW-0000546,PH-004,REG-05,EMP-0068,2026-05-13 12:00:00,2026-05-13 20:09:00,200.0,1454.38,1458.87,4.49,1,65.89,1463.21,EMP-0067,False,
DRW-0000547,PH-002,REG-06,EMP-0040,2026-05-19 10:00:00,2026-05-19 17:58:00,200.0,1218.38,1215.34,-3.04,3,108.4,883.56,EMP-0034,False,
DRW-0000548,PH-001,REG-04,EMP-0013,2026-06-27 14:00:00,2026-06-27 21:57:00,200.0,682.95,681.44,-1.51,3,107.07,1781.66,EMP-0003,False,
DRW-0000549,PH-005,REG-05,EMP-0102,2026-07-30 10:00:00,2026-07-30 17:50:00,200.0,1327.84,1211.44,-116.4,5,103.83,493.69,EMP-0091,True,Repeated shortage with elevated no-sale opens
DRW-0000550,PH-005,REG-05,EMP-0107,2026-07-04 12:00:00,2026-07-04 20:05:00,200.0,1708.78,1709.97,1.19,3,117.04,1409.6,EMP-0090,False,
DRW-0000551,PH-001,REG-01,EMP-0020,2026-05-08 12:00:00,2026-05-08 20:01:00,200.0,1052.62,1054.32,1.7,2,55.7,644.79,EMP-0002,False,
DRW-0000552,PH-002,REG-05,EMP-0042,2026-06-04 08:00:00,2026-06-04 16:19:00,200.0,1683.42,1684.02,0.6,5,134.07,1467.52,EMP-0035,False,
DRW-0000553,PH-005,REG-05,EMP-0105,2026-06-02 14:00:00,2026-06-02 22:21:00,200.0,1717.59,1712.79,-4.8,5,92.58,1780.98,EMP-0091,False,
DRW-0000554,PH-003,REG-04,EMP-0059,2026-06-17 14:00:00,2026-06-17 21:45:00,200.0,1730.34,1733.15,2.81,1,113.69,669.06,EMP-0046,False,
DRW-0000555,PH-002,REG-02,EMP-0041,2026-07-12 12:02:00,2026-07-12 20:09:00,200.0,817.23,815.06,-2.17,0,60.95,962.4,EMP-0035,False,
DRW-0000556,PH-003,REG-06,EMP-0061,2026-07-26 14:14:00,2026-07-26 21:59:00,200.0,1389.39,1390.5,1.11,4,52.01,724.26,EMP-0045,False,
DRW-0000557,PH-004,REG-06,EMP-0067,2026-07-01 10:00:00,2026-07-01 17:54:00,200.0,1404.56,1405.64,1.08,0,121.02,1191.43,EMP-0068,False,
DRW-0000558,PH-001,REG-03,EMP-0013,2026-07-16 14:00:00,2026-07-16 22:08:00,200.0,1285.34,1281.17,-4.17,1,109.26,520.86,EMP-0002,False,
DRW-0000559,PH-004,REG-01,EMP-0068,2026-06-06 08:00:00,2026-06-06 16:05:00,200.0,1134.59,1138.66,4.07,3,5.16,563.89,EMP-0078,False,
DRW-0000560,PH-003,REG-01,EMP-0046,2026-05-17 14:06:00,2026-05-17 22:21:00,200.0,1644.92,1647.29,2.37,2,46.24,1121.49,EMP-0047,False,
DRW-0000561,PH-002,REG-03,EMP-0038,2026-05-25 10:00:00,2026-05-25 18:27:00,200.0,1257.77,1257.38,-0.39,2,90.74,1239.4,EMP-0035,False,
DRW-0000562,PH-004,REG-03,EMP-0068,2026-07-10 14:17:00,2026-07-10 22:39:00,200.0,1921.93,1918.83,-3.1,1,88.69,1197.35,EMP-0069,False,
DRW-0000563,PH-002,REG-05,EMP-0034,2026-07-10 10:00:00,2026-07-10 18:26:00,200.0,1489.06,1486.45,-2.61,4,107.0,1224.71,EMP-0034,False,
DRW-0000564,PH-004,REG-01,EMP-0083,2026-07-24 08:00:00,2026-07-24 15:55:00,200.0,1532.58,1535.88,3.3,5,139.67,1323.96,EMP-0067,False,
DRW-0000565,PH-005,REG-01,EMP-0102,2026-05-26 14:00:00,2026-05-26 22:17:00,200.0,1715.56,1691.54,-24.02,11,123.87,777.42,EMP-0089,True,Repeated shortage with elevated no-sale opens
DRW-0000566,PH-003,REG-04,EMP-0062,2026-06-11 12:00:00,2026-06-11 20:16:00,200.0,1199.52,1202.34,2.82,5,92.46,864.91,EMP-0047,False,
DRW-0000567,PH-003,REG-05,EMP-0045,2026-07-17 10:14:00,2026-07-17 17:58:00,200.0,1792.33,1793.11,0.78,0,58.82,857.95,EMP-0057,False,
DRW-0000568,PH-002,REG-06,EMP-0040,2026-07-20 14:00:00,2026-07-20 22:25:00,200.0,1378.54,1375.07,-3.47,3,17.71,1073.9,EMP-0023,False,
