adjustment_id,store_id,product_id,employee_id,approving_manager_id,adjustment_datetime,adjustment_type,quantity_before,adjustment_quantity,quantity_after,adjustment_value,reason,reference_document,flagged,flag_reason
ADJ-0000540,PH-003,PRD-00722,EMP-0058,EMP-0057,2026-07-27 21:00:00,Shrinkage,2,-2,0,-36.62,Shrinkage,,False,
ADJ-0000541,PH-003,PRD-00696,EMP-0061,EMP-0057,2026-07-10 14:00:00,Shrinkage,73,-1,72,-11.45,Shrinkage,,False,
ADJ-0000542,PH-003,PRD-00663,EMP-0053,EMP-0056,2026-07-01 13:00:00,Shrinkage,58,-2,56,-27.58,Shrinkage,,False,
ADJ-0000543,PH-003,PRD-00165,EMP-0048,EMP-0046,2026-07-04 14:00:00,Cycle Count,14,1,15,21.6,Cycle Count,,False,
ADJ-0000544,PH-003,PRD-00428,EMP-0057,EMP-0047,2026-07-06 20:00:00,Shrinkage,99,-1,98,-20.72,Shrinkage,,False,
ADJ-0000545,PH-003,PRD-00415,EMP-0061,EMP-0056,2026-07-29 08:00:00,Cycle Count,35,2,37,6.0,Cycle Count,,False,
ADJ-0000546,PH-003,PRD-00035,EMP-0046,EMP-0057,2026-07-04 15:00:00,Cycle Count,39,2,41,62.68,Cycle Count,,False,
ADJ-0000547,PH-003,PRD-00343,EMP-0050,EMP-0047,2026-07-05 08:00:00,Cycle Count,64,2,66,22.72,Cycle Count,,False,
ADJ-0000548,PH-003,PRD-00145,EMP-0051,EMP-0046,2026-07-24 20:00:00,Shrinkage,49,-3,46,-9.87,Shrinkage,,False,
ADJ-0000549,PH-003,PRD-00369,EMP-0065,EMP-0057,2026-07-23 15:00:00,Shrinkage,20,-2,18,-65.72,Shrinkage,,False,
ADJ-0000550,PH-003,PRD-00731,EMP-0046,EMP-0056,2026-07-09 17:00:00,Cycle Count,87,3,90,42.33,Cycle Count,,False,
ADJ-0000551,PH-003,PRD-00131,EMP-0047,EMP-0047,2026-07-03 10:00:00,Cycle Count,89,3,92,18.42,Cycle Count,,False,
ADJ-0000552,PH-003,PRD-00694,EMP-0057,EMP-0046,2026-07-24 13:00:00,Cycle Count,71,3,74,34.23,Cycle Count,,False,
ADJ-0000553,PH-003,PRD-00741,EMP-0064,EMP-0046,2026-07-22 21:00:00,Cycle Count,27,2,29,13.68,Cycle Count,,False,
ADJ-0000554,PH-003,PRD-00109,EMP-0065,EMP-0046,2026-07-31 12:00:00,Cycle Count,34,3,37,44.19,Cycle Count,,False,
ADJ-0000555,PH-003,PRD-00564,EMP-0055,EMP-0057,2026-07-07 18:00:00,Cycle Count,19,2,21,13.82,Cycle Count,,False,
ADJ-0000556,PH-003,PRD-00777,EMP-0064,EMP-0056,2026-07-21 15:00:00,Cycle Count,87,2,89,28.52,Cycle Count,,False,
ADJ-0000557,PH-003,PRD-00748,EMP-0064,EMP-0057,2026-07-02 17:00:00,Cycle Count,46,1,47,26.8,Cycle Count,,False,
ADJ-0000558,PH-003,PRD-00539,EMP-0050,EMP-0047,2026-07-01 20:00:00,Cycle Count,29,1,30,20.53,Cycle Count,,False,
ADJ-0000559,PH-003,PRD-00794,EMP-0061,EMP-0057,2026-07-17 20:00:00,Shrinkage,56,-3,53,-60.54,Shrinkage,,False,
ADJ-0000560,PH-003,PRD-00115,EMP-0051,EMP-0045,2026-07-11 16:00:00,Shrinkage,49,-3,46,-62.76,Shrinkage,,False,
ADJ-0000561,PH-003,PRD-00759,EMP-0052,EMP-0046,2026-07-16 11:00:00,Shrinkage,3,-3,0,-97.35,Shrinkage,,False,
ADJ-0000562,PH-003,PRD-00552,EMP-0065,EMP-0056,2026-07-07 11:00:00,Shrinkage,63,-3,60,-51.78,Shrinkage,,False,
ADJ-0000563,PH-003,PRD-00127,EMP-0048,EMP-0056,2026-07-30 10:00:00,Cycle Count,39,3,42,102.39,Cycle Count,,False,
ADJ-0000564,PH-003,PRD-00429,EMP-0062,EMP-0047,2026-07-22 15:00:00,Cycle Count,99,1,100,18.13,Cycle Count,,False,
ADJ-0000565,PH-003,PRD-00349,EMP-0051,EMP-0056,2026-07-25 15:00:00,Shrinkage,33,-3,30,-102.45,Shrinkage,,False,
ADJ-0000566,PH-003,PRD-00162,EMP-0062,EMP-0045,2026-07-12 16:00:00,Shrinkage,25,-1,24,-17.94,Shrinkage,,False,
ADJ-0000567,PH-003,PRD-00706,EMP-0065,EMP-0046,2026-07-17 11:00:00,Shrinkage,47,-1,46,-27.17,Shrinkage,,False,
ADJ-0000568,PH-003,PRD-00195,EMP-0054,EMP-0045,2026-07-10 15:00:00,Cycle Count,12,3,15,65.76,Cycle Count,,False,
ADJ-0000569,PH-003,PRD-00408,EMP-0053,EMP-0045,2026-07-02 11:00:00,Cycle Count,22,1,23,5.88,Cycle Count,,False,
ADJ-0000570,PH-003,PRD-00764,EMP-0061,EMP-0047,2026-07-11 13:00:00,Shrinkage,43,-3,40,-24.78,Shrinkage,,False,
ADJ-0000571,PH-003,PRD-00537,EMP-0064,EMP-0045,2026-07-12 21:00:00,Shrinkage,89,-1,88,-9.44,Shrinkage,,False,
ADJ-0000572,PH-003,PRD-00474,EMP-0048,EMP-0046,2026-07-16 10:00:00,Cycle Count,21,1,22,32.12,Cycle Count,,False,
ADJ-0000573,PH-003,PRD-00637,EMP-0053,EMP-0056,2026-07-22 18:00:00,Cycle Count,77,3,80,9.09,Cycle Count,,False,
ADJ-0000574,PH-003,PRD-00310,EMP-0048,EMP-0056,2026-07-11 11:00:00,Shrinkage,71,-3,68,-45.72,Shrinkage,,False,
ADJ-0000575,PH-003,PRD-00388,EMP-0062,EMP-0045,2026-07-04 17:00:00,Shrinkage,40,-1,39,-22.66,Shrinkage,,False,
ADJ-0000576,PH-003,PRD-00513,EMP-0062,EMP-0057,2026-07-05 16:00:00,Shrinkage,72,-2,70,-29.26,Shrinkage,,False,
ADJ-0000577,PH-003,PRD-00031,EMP-0048,EMP-0046,2026-07-17 10:00:00,Shrinkage,19,-2,17,-36.98,Shrinkage,,False,
ADJ-0000578,PH-003,PRD-00605,EMP-0049,EMP-0046,2026-07-14 21:00:00,Shrinkage,50,-2,48,-48.3,Shrinkage,,False,
ADJ-0000579,PH-003,PRD-00300,EMP-0056,EMP-0047,2026-07-21 08:00:00,Shrinkage,47,-1,46,-27.61,Shrinkage,,False,
ADJ-0000580,PH-003,PRD-00032,EMP-0063,EMP-0046,2026-07-16 08:00:00,Shrinkage,39,-3,36,-56.82,Shrinkage,,False,
ADJ-0000581,PH-003,PRD-00634,EMP-0054,EMP-0056,2026-07-23 12:00:00,Cycle Count,64,3,67,57.54,Cycle Count,,False,
ADJ-0000582,PH-003,PRD-00500,EMP-0046,EMP-0057,2026-07-21 10:00:00,Shrinkage,81,-1,80,-11.07,Shrinkage,,False,
ADJ-0000583,PH-003,PRD-00014,EMP-0049,EMP-0047,2026-07-04 11:00:00,Cycle Count,7,2,9,39.34,Cycle Count,,False,
ADJ-0000584,PH-003,PRD-00598,EMP-0052,EMP-0045,2026-07-13 14:00:00,Shrinkage,45,-3,42,-53.61,Shrinkage,,False,
ADJ-0000585,PH-003,PRD-00114,EMP-0045,EMP-0057,2026-07-08 15:00:00,Shrinkage,25,-3,22,-27.99,Shrinkage,,False,
ADJ-0000586,PH-003,PRD-00710,EMP-0057,EMP-0057,2026-07-09 09:00:00,Cycle Count,66,3,69,43.77,Cycle Count,,False,
ADJ-0000587,PH-003,PRD-00275,EMP-0066,EMP-0057,2026-07-25 17:00:00,Cycle Count,96,2,98,40.32,Cycle Count,,False,
ADJ-0000588,PH-003,PRD-00680,EMP-0066,EMP-0047,2026-07-21 11:00:00,Cycle Count,4,2,6,34.32,Cycle Count,,False,
ADJ-0000589,PH-003,PRD-00059,EMP-0051,EMP-0045,2026-07-11 10:00:00,Cycle Count,79,2,81,21.8,Cycle Count,,False,
ADJ-0000590,PH-003,PRD-00458,EMP-0048,EMP-0047,2026-07-13 11:00:00,Cycle Count,44,2,46,46.36,Cycle Count,,False,
ADJ-0000591,PH-003,PRD-00580,EMP-0045,EMP-0045,2026-07-01 16:00:00,Shrinkage,37,-1,36,-19.22,Shrinkage,,False,
ADJ-0000592,PH-003,PRD-00593,EMP-0050,EMP-0045,2026-07-30 09:00:00,Cycle Count,41,2,43,18.44,Cycle Count,,False,
ADJ-0000593,PH-003,PRD-00653,EMP-0061,EMP-0047,2026-07-20 16:00:00,Shrinkage,34,-2,32,-13.62,Shrinkage,,False,
ADJ-0000594,PH-003,PRD-00603,EMP-0060,EMP-0057,2026-07-18 16:00:00,Cycle Count,69,1,70,28.82,Cycle Count,,False,
ADJ-0000595,PH-003,PRD-00796,EMP-0045,EMP-0056,2026-07-15 15:00:00,Shrinkage,54,-3,51,-31.56,Shrinkage,,False,
ADJ-0000596,PH-003,PRD-00638,EMP-0062,EMP-0046,2026-07-27 21:00:00,Cycle Count,35,3,38,41.97,Cycle Count,,False,
ADJ-0000597,PH-003,PRD-00616,EMP-0059,EMP-0057,2026-07-06 20:00:00,Shrinkage,73,-2,71,-64.94,Shrinkage,,False,
ADJ-0000598,PH-003,PRD-00334,EMP-0045,EMP-0056,2026-07-12 17:00:00,Cycle Count,18,3,21,68.16,Cycle Count,,False,
ADJ-0000599,PH-003,PRD-00374,EMP-0055,EMP-0056,2026-07-29 09:00:00,Shrinkage,63,-1,62,-7.58,Shrinkage,,False,
ADJ-0000600,PH-003,PRD-00688,EMP-0048,EMP-0045,2026-07-28 10:00:00,Shrinkage,57,-3,54,-86.73,Shrinkage,,False,
ADJ-0000601,PH-003,PRD-00308,EMP-0057,EMP-0056,2026-07-03 21:00:00,Shrinkage,66,-3,63,-84.51,Shrinkage,,False,
ADJ-0000602,PH-003,PRD-00384,EMP-0061,EMP-0056,2026-07-11 18:00:00,Shrinkage,44,-1,43,-33.01,Shrinkage,,False,
ADJ-0000603,PH-003,PRD-00098,EMP-0052,EMP-0045,2026-07-18 08:00:00,Shrinkage,18,-1,17,-17.76,Shrinkage,,False,
ADJ-0000604,PH-003,PRD-00223,EMP-0047,EMP-0057,2026-07-24 09:00:00,Shrinkage,84,-2,82,-65.54,Shrinkage,,False,
ADJ-0000605,PH-003,PRD-00100,EMP-0059,EMP-0056,2026-07-30 18:00:00,Shrinkage,66,-1,65,-2.1,Shrinkage,,False,
ADJ-0000606,PH-003,PRD-00697,EMP-0065,EMP-0057,2026-07-09 21:00:00,Cycle Count,80,3,83,11.79,Cycle Count,,False,
ADJ-0000607,PH-003,PRD-00046,EMP-0052,EMP-0045,2026-07-14 11:00:00,Cycle Count,4,3,7,4.89,Cycle Count,,False,
ADJ-0000608,PH-003,PRD-00431,EMP-0066,EMP-0057,2026-07-17 16:00:00,Shrinkage,36,-2,34,-16.72,Shrinkage,,False,
ADJ-0000609,PH-003,PRD-00506,EMP-0058,EMP-0047,2026-07-28 11:00:00,Cycle Count,57,2,59,6.52,Cycle Count,,False,
ADJ-0000610,PH-003,PRD-00585,EMP-0052,EMP-0047,2026-07-19 16:00:00,Cycle Count,10,3,13,68.64,Cycle Count,,False,
ADJ-0000611,PH-003,PRD-00541,EMP-0047,EMP-0056,2026-07-09 17:00:00,Cycle Count,29,3,32,65.34,Cycle Count,,False,
ADJ-0000612,PH-003,PRD-00425,EMP-0046,EMP-0045,2026-07-24 08:00:00,Shrinkage,33,-3,30,-36.81,Shrinkage,,False,
ADJ-0000613,PH-003,PRD-00381,EMP-0065,EMP-0046,2026-07-11 21:00:00,Cycle Count,65,3,68,6.15,Cycle Count,,False,
ADJ-0000614,PH-003,PRD-00203,EMP-0050,EMP-0046,2026-07-30 15:00:00,Shrinkage,44,-1,43,-5.34,Shrinkage,,False,
ADJ-0000615,PH-003,PRD-00466,EMP-0052,EMP-0046,2026-07-18 11:00:00,Shrinkage,35,-3,32,-81.09,Shrinkage,,False,
ADJ-0000616,PH-003,PRD-00721,EMP-0051,EMP-0046,2026-07-29 15:00:00,Shrinkage,99,-2,97,-38.44,Shrinkage,,False,
ADJ-0000617,PH-003,PRD-00382,EMP-0059,EMP-0057,2026-07-23 11:00:00,Shrinkage,79,-3,76,-96.57,Shrinkage,,False,
ADJ-0000618,PH-003,PRD-00204,EMP-0050,EMP-0045,2026-07-01 18:00:00,Shrinkage,39,-3,36,-60.84,Shrinkage,,False,
ADJ-0000619,PH-003,PRD-00716,EMP-0063,EMP-0056,2026-07-28 12:00:00,Shrinkage,83,-3,80,-64.35,Shrinkage,,False,
ADJ-0000620,PH-003,PRD-00373,EMP-0053,EMP-0046,2026-07-15 12:00:00,Cycle Count,16,2,18,35.68,Cycle Count,,False,
ADJ-0000621,PH-003,PRD-00597,EMP-0064,EMP-0057,2026-07-07 19:00:00,Shrinkage,65,-3,62,-61.95,Shrinkage,,False,
ADJ-0000622,PH-003,PRD-00245,EMP-0059,EMP-0046,2026-07-30 08:00:00,Shrinkage,82,-1,81,-10.19,Shrinkage,,False,
ADJ-0000623,PH-003,PRD-00303,EMP-0052,EMP-0045,2026-07-14 14:00:00,Cycle Count,2,1,3,28.07,Cycle Count,,False,
ADJ-0000624,PH-003,PRD-00758,EMP-0047,EMP-0056,2026-07-26 08:00:00,Cycle Count,44,2,46,9.78,Cycle Count,,False,
ADJ-0000625,PH-003,PRD-00583,EMP-0066,EMP-0047,2026-07-08 18:00:00,Cycle Count,62,1,63,33.18,Cycle Count,,False,
ADJ-0000626,PH-003,PRD-00207,EMP-0051,EMP-0046,2026-07-26 10:00:00,Shrinkage,72,-3,69,-16.32,Shrinkage,,False,
ADJ-0000627,PH-003,PRD-00208,EMP-0048,EMP-0056,2026-07-02 21:00:00,Shrinkage,94,-2,92,-23.32,Shrinkage,,False,
ADJ-0000628,PH-003,PRD-00393,EMP-0066,EMP-0046,2026-07-18 17:00:00,Shrinkage,22,-3,19,-32.55,Shrinkage,,False,
ADJ-0000629,PH-003,PRD-00757,EMP-0065,EMP-0045,2026-07-07 11:00:00,Cycle Count,79,1,80,19.45,Cycle Count,,False,
ADJ-0000630,PH-003,PRD-00543,EMP-0054,EMP-0057,2026-07-12 17:00:00,Shrinkage,97,-1,96,-2.04,Shrinkage,,False,
ADJ-0000631,PH-003,PRD-00672,EMP-0057,EMP-0045,2026-07-01 21:00:00,Cycle Count,62,1,63,21.71,Cycle Count,,False,
ADJ-0000632,PH-003,PRD-00566,EMP-0047,EMP-0046,2026-07-01 17:00:00,Shrinkage,3,-3,0,-53.58,Shrinkage,,False,
ADJ-0000633,PH-003,PRD-00163,EMP-0046,EMP-0046,2026-07-21 19:00:00,Shrinkage,25,-1,24,-23.01,Shrinkage,,False,
ADJ-0000634,PH-003,PRD-00632,EMP-0059,EMP-0056,2026-07-20 18:00:00,Cycle Count,19,3,22,40.65,Cycle Count,,False,
ADJ-0000635,PH-003,PRD-00302,EMP-0053,EMP-0056,2026-07-09 14:00:00,Cycle Count,56,3,59,97.8,Cycle Count,,False,
ADJ-0000636,PH-003,PRD-00167,EMP-0060,EMP-0046,2026-07-11 13:00:00,Cycle Count,77,3,80,61.35,Cycle Count,,False,
ADJ-0000637,PH-003,PRD-00652,EMP-0050,EMP-0045,2026-07-03 11:00:00,Cycle Count,18,2,20,29.48,Cycle Count,,False,
ADJ-0000638,PH-003,PRD-00515,EMP-0046,EMP-0057,2026-07-27 11:00:00,Shrinkage,89,-1,88,-3.85,Shrinkage,,False,
ADJ-0000639,PH-003,PRD-00747,EMP-0057,EMP-0056,2026-07-06 15:00:00,Shrinkage,37,-1,36,-14.47,Shrinkage,,False,
ADJ-0000640,PH-003,PRD-00083,EMP-0052,EMP-0047,2026-07-01 09:00:00,Cycle Count,68,3,71,32.94,Cycle Count,,False,
ADJ-0000641,PH-003,PRD-00426,EMP-0063,EMP-0057,2026-07-10 20:00:00,Shrinkage,61,-3,58,-55.41,Shrinkage,,False,
ADJ-0000642,PH-003,PRD-00701,EMP-0063,EMP-0046,2026-07-01 08:00:00,Cycle Count,41,1,42,5.11,Cycle Count,,False,
ADJ-0000643,PH-003,PRD-00607,EMP-0055,EMP-0056,2026-07-11 11:00:00,Cycle Count,73,2,75,34.74,Cycle Count,,False,
ADJ-0000644,PH-003,PRD-00532,EMP-0057,EMP-0046,2026-07-13 13:00:00,Shrinkage,63,-3,60,-40.32,Shrinkage,,False,
ADJ-0000645,PH-003,PRD-00281,EMP-0049,EMP-0056,2026-07-17 20:00:00,Cycle Count,74,2,76,1.86,Cycle Count,,False,
ADJ-0000646,PH-003,PRD-00053,EMP-0051,EMP-0045,2026-07-01 19:00:00,Cycle Count,60,2,62,25.8,Cycle Count,,False,
ADJ-0000647,PH-003,PRD-00589,EMP-0064,EMP-0047,2026-07-09 18:00:00,Shrinkage,41,-1,40,-25.25,Shrinkage,,False,
ADJ-0000648,PH-003,PRD-00692,EMP-0062,EMP-0057,2026-07-02 10:00:00,Cycle Count,14,1,15,6.14,Cycle Count,,False,
ADJ-0000649,PH-003,PRD-00518,EMP-0065,EMP-0047,2026-07-29 10:00:00,Shrinkage,3,-1,2,-18.49,Shrinkage,,False,
ADJ-0000650,PH-003,PRD-00403,EMP-0061,EMP-0056,2026-07-23 16:00:00,Shrinkage,9,-1,8,-19.71,Shrinkage,,False,
ADJ-0000651,PH-003,PRD-00394,EMP-0056,EMP-0047,2026-07-08 17:00:00,Cycle Count,14,3,17,9.96,Cycle Count,,False,
ADJ-0000652,PH-003,PRD-00154,EMP-0065,EMP-0057,2026-07-22 18:00:00,Cycle Count,42,1,43,3.39,Cycle Count,,False,
ADJ-0000653,PH-003,PRD-00640,EMP-0051,EMP-0046,2026-07-17 14:00:00,Cycle Count,51,3,54,36.51,Cycle Count,,False,
ADJ-0000654,PH-003,PRD-00193,EMP-0060,EMP-0057,2026-07-25 18:00:00,Cycle Count,21,2,23,7.9,Cycle Count,,False,
ADJ-0000655,PH-003,PRD-00457,EMP-0045,EMP-0056,2026-07-25 19:00:00,Cycle Count,95,1,96,34.09,Cycle Count,,False,
ADJ-0000656,PH-003,PRD-00111,EMP-0048,EMP-0057,2026-07-10 15:00:00,Shrinkage,16,-1,15,-10.2,Shrinkage,,False,
ADJ-0000657,PH-003,PRD-00277,EMP-0054,EMP-0046,2026-07-11 15:00:00,Cycle Count,66,3,69,88.41,Cycle Count,,False,
ADJ-0000658,PH-003,PRD-00724,EMP-0064,EMP-0056,2026-07-23 13:00:00,Shrinkage,81,-1,80,-20.37,Shrinkage,,False,
ADJ-0000659,PH-003,PRD-00588,EMP-0045,EMP-0046,2026-07-06 13:00:00,Cycle Count,68,1,69,1.41,Cycle Count,,False,
ADJ-0000660,PH-003,PRD-00262,EMP-0061,EMP-0057,2026-07-22 13:00:00,Shrinkage,83,-1,82,-26.08,Shrinkage,,False,
ADJ-0000661,PH-003,PRD-00261,EMP-0048,EMP-0047,2026-07-18 08:00:00,Cycle Count,72,2,74,17.26,Cycle Count,,False,
ADJ-0000662,PH-003,PRD-00514,EMP-0057,EMP-0046,2026-07-25 09:00:00,Shrinkage,10,-3,7,-39.84,Shrinkage,,False,
ADJ-0000663,PH-003,PRD-00237,EMP-0062,EMP-0045,2026-07-15 18:00:00,Cycle Count,67,1,68,15.88,Cycle Count,,False,
ADJ-0000664,PH-003,PRD-00739,EMP-0049,EMP-0057,2026-07-22 13:00:00,Shrinkage,43,-3,40,-50.22,Shrinkage,,False,
ADJ-0000665,PH-003,PRD-00699,EMP-0050,EMP-0056,2026-07-20 19:00:00,Cycle Count,63,2,65,14.06,Cycle Count,,False,
ADJ-0000666,PH-003,PRD-00438,EMP-0059,EMP-0056,2026-07-29 17:00:00,Cycle Count,35,1,36,33.29,Cycle Count,,False,
ADJ-0000667,PH-003,PRD-00168,EMP-0048,EMP-0056,2026-07-18 19:00:00,Shrinkage,92,-3,89,-45.06,Shrinkage,,False,
ADJ-0000668,PH-003,PRD-00025,EMP-0063,EMP-0046,2026-07-23 16:00:00,Cycle Count,10,1,11,23.52,Cycle Count,,False,
ADJ-0000669,PH-003,PRD-00370,EMP-0063,EMP-0056,2026-07-20 13:00:00,Cycle Count,4,2,6,31.88,Cycle Count,,False,
ADJ-0000670,PH-003,PRD-00253,EMP-0054,EMP-0047,2026-07-05 09:00:00,Cycle Count,21,3,24,56.7,Cycle Count,,False,
ADJ-0000671,PH-003,PRD-00664,EMP-0050,EMP-0045,2026-07-05 14:00:00,Shrinkage,38,-1,37,-2.51,Shrinkage,,False,
ADJ-0000672,PH-003,PRD-00348,EMP-0048,EMP-0056,2026-07-28 21:00:00,Cycle Count,54,3,57,77.55,Cycle Count,,False,
ADJ-0000673,PH-003,PRD-00504,EMP-0050,EMP-0057,2026-07-05 17:00:00,Shrinkage,89,-1,88,-31.7,Shrinkage,,False,
ADJ-0000674,PH-003,PRD-00137,EMP-0050,EMP-0057,2026-07-26 11:00:00,Shrinkage,18,-2,16,-60.56,Shrinkage,,False,
ADJ-0000675,PH-003,PRD-00033,EMP-0051,EMP-0047,2026-07-28 08:00:00,Shrinkage,75,-3,72,-94.44,Shrinkage,,False,
ADJ-0000676,PH-003,PRD-00159,EMP-0045,EMP-0047,2026-07-19 09:00:00,Shrinkage,90,-2,88,-56.38,Shrinkage,,False,
ADJ-0000677,PH-003,PRD-00099,EMP-0066,EMP-0047,2026-07-11 12:00:00,Cycle Count,67,2,69,14.52,Cycle Count,,False,
ADJ-0000678,PH-003,PRD-00508,EMP-0054,EMP-0046,2026-07-08 13:00:00,Cycle Count,32,1,33,12.0,Cycle Count,,False,
ADJ-0000679,PH-003,PRD-00177,EMP-0061,EMP-0045,2026-07-24 08:00:00,Shrinkage,91,-2,89,-23.5,Shrinkage,,False,
ADJ-0000680,PH-003,PRD-00182,EMP-0048,EMP-0057,2026-07-14 13:00:00,Cycle Count,80,3,83,47.85,Cycle Count,,False,
ADJ-0000681,PH-003,PRD-00166,EMP-0060,EMP-0047,2026-07-05 17:00:00,Cycle Count,77,1,78,22.63,Cycle Count,,False,
ADJ-0000682,PH-003,PRD-00092,EMP-0063,EMP-0057,2026-07-29 11:00:00,Shrinkage,19,-2,17,-26.06,Shrinkage,,False,
ADJ-0000683,PH-003,PRD-00756,EMP-0064,EMP-0046,2026-07-08 20:00:00,Cycle Count,27,2,29,16.6,Cycle Count,,False,
ADJ-0000684,PH-003,PRD-00430,EMP-0046,EMP-0046,2026-07-05 12:00:00,Cycle Count,49,3,52,78.39,Cycle Count,,False,
ADJ-0000685,PH-003,PRD-00523,EMP-0057,EMP-0046,2026-07-26 19:00:00,Shrinkage,68,-2,66,-26.32,Shrinkage,,False,
ADJ-0000686,PH-003,PRD-00454,EMP-0057,EMP-0056,2026-07-31 08:00:00,Shrinkage,80,-2,78,-28.96,Shrinkage,,False,
ADJ-0000687,PH-003,PRD-00673,EMP-0046,EMP-0057,2026-07-28 15:00:00,Shrinkage,31,-2,29,-42.92,Shrinkage,,False,
ADJ-0000688,PH-003,PRD-00432,EMP-0063,EMP-0045,2026-07-15 12:00:00,Shrinkage,68,-3,65,-49.89,Shrinkage,,False,
ADJ-0000689,PH-003,PRD-00385,EMP-0063,EMP-0057,2026-07-15 13:00:00,Cycle Count,86,2,88,66.48,Cycle Count,,False,
ADJ-0000690,PH-003,PRD-00742,EMP-0058,EMP-0057,2026-07-19 15:00:00,Cycle Count,26,3,29,57.81,Cycle Count,,False,
ADJ-0000691,PH-003,PRD-00090,EMP-0055,EMP-0047,2026-07-13 09:00:00,Shrinkage,47,-1,46,-8.79,Shrinkage,,False,
ADJ-0000692,PH-003,PRD-00633,EMP-0056,EMP-0045,2026-07-17 15:00:00,Shrinkage,36,-2,34,-25.02,Shrinkage,,False,
ADJ-0000693,PH-003,PRD-00161,EMP-0050,EMP-0057,2026-07-26 08:00:00,Cycle Count,2,2,4,66.32,Cycle Count,,False,
ADJ-0000694,PH-003,PRD-00252,EMP-0057,EMP-0056,2026-07-30 12:00:00,Shrinkage,37,-3,34,-90.36,Shrinkage,,False,
ADJ-0000695,PH-003,PRD-00752,EMP-0056,EMP-0056,2026-07-02 15:00:00,Cycle Count,83,3,86,83.19,Cycle Count,,False,
ADJ-0000696,PH-003,PRD-00071,EMP-0047,EMP-0045,2026-07-02 18:00:00,Cycle Count,16,1,17,21.23,Cycle Count,,False,
ADJ-0000697,PH-003,PRD-00799,EMP-0066,EMP-0057,2026-07-12 16:00:00,Shrinkage,19,-2,17,-9.82,Shrinkage,,False,
ADJ-0000698,PH-003,PRD-00019,EMP-0056,EMP-0057,2026-07-01 14:00:00,Cycle Count,38,3,41,43.2,Cycle Count,,False,
ADJ-0000699,PH-003,PRD-00105,EMP-0063,EMP-0045,2026-07-10 13:00:00,Shrinkage,42,-3,39,-13.38,Shrinkage,,False,
ADJ-0000700,PH-003,PRD-00763,EMP-0058,EMP-0057,2026-07-06 20:00:00,Cycle Count,61,1,62,0.91,Cycle Count,,False,
ADJ-0000701,PH-003,PRD-00522,EMP-0052,EMP-0046,2026-07-29 11:00:00,Cycle Count,10,1,11,15.82,Cycle Count,,False,
ADJ-0000702,PH-003,PRD-00615,EMP-0046,EMP-0045,2026-07-31 14:00:00,Cycle Count,5,3,8,80.76,Cycle Count,,False,
ADJ-0000703,PH-003,PRD-00631,EMP-0049,EMP-0047,2026-07-28 17:00:00,Shrinkage,39,-1,38,-28.89,Shrinkage,,False,
ADJ-0000704,PH-003,PRD-00444,EMP-0056,EMP-0047,2026-07-10 21:00:00,Cycle Count,25,3,28,70.26,Cycle Count,,False,
ADJ-0000705,PH-003,PRD-00095,EMP-0052,EMP-0045,2026-07-09 15:00:00,Shrinkage,65,-2,63,-66.24,Shrinkage,,False,
ADJ-0000706,PH-003,PRD-00052,EMP-0065,EMP-0056,2026-07-05 11:00:00,Shrinkage,94,-1,93,-20.27,Shrinkage,,False,
ADJ-0000707,PH-003,PRD-00175,EMP-0047,EMP-0047,2026-07-29 20:00:00,Cycle Count,2,2,4,52.42,Cycle Count,,False,
ADJ-0000708,PH-003,PRD-00379,EMP-0066,EMP-0047,2026-07-15 09:00:00,Shrinkage,42,-3,39,-20.34,Shrinkage,,False,
ADJ-0000709,PH-003,PRD-00246,EMP-0066,EMP-0046,2026-07-11 09:00:00,Cycle Count,97,2,99,17.98,Cycle Count,,False,
ADJ-0000710,PH-003,PRD-00461,EMP-0063,EMP-0056,2026-07-04 16:00:00,Cycle Count,3,2,5,59.86,Cycle Count,,False,
ADJ-0000711,PH-003,PRD-00004,EMP-0059,EMP-0045,2026-07-22 09:00:00,Cycle Count,85,1,86,21.13,Cycle Count,,False,
ADJ-0000712,PH-003,PRD-00639,EMP-0050,EMP-0057,2026-07-17 19:00:00,Shrinkage,33,-3,30,-11.28,Shrinkage,,False,
ADJ-0000713,PH-003,PRD-00321,EMP-0057,EMP-0056,2026-07-27 08:00:00,Shrinkage,99,-2,97,-60.9,Shrinkage,,False,
ADJ-0000714,PH-003,PRD-00259,EMP-0056,EMP-0045,2026-07-25 14:00:00,Cycle Count,100,1,101,26.84,Cycle Count,,False,
ADJ-0000715,PH-003,PRD-00273,EMP-0052,EMP-0047,2026-07-13 18:00:00,Cycle Count,64,1,65,31.55,Cycle Count,,False,
ADJ-0000716,PH-003,PRD-00553,EMP-0054,EMP-0056,2026-07-06 18:00:00,Shrinkage,78,-1,77,-33.47,Shrinkage,,False,
ADJ-0000717,PH-003,PRD-00412,EMP-0049,EMP-0047,2026-07-16 19:00:00,Cycle Count,72,2,74,20.7,Cycle Count,,False,
ADJ-0000718,PH-003,PRD-00783,EMP-0048,EMP-0045,2026-07-30 21:00:00,Shrinkage,75,-3,72,-66.0,Shrinkage,,False,
ADJ-0000719,PH-003,PRD-00121,EMP-0053,EMP-0056,2026-07-22 11:00:00,Shrinkage,93,-1,92,-12.36,Shrinkage,,False,
